Pelicula,Director,Duración,Sala,Horario,Fecha,Cine
CONDENADOS (VOGTER),Gustav Möller,98,01,17:40,2025-08-21,Renoir Princesa
CONDENADOS (VOGTER),Gustav Möller,98,10,22:20,2025-08-21,Renoir Princesa
DEVUÉLVEMELA,Danny Philippou Danny Philippou,104,10,16:00,2025-08-21,Renoir Princesa
DEVUÉLVEMELA,Danny Philippou Danny Philippou,104,06,18:20,2025-08-21,Renoir Princesa
DEVUÉLVEMELA,Danny Philippou Danny Philippou,104,10,20:20,2025-08-21,Renoir Princesa
DEVUÉLVEMELA,Danny Philippou Danny Philippou,104,02,22:30,2025-08-21,Renoir Princesa
F1: LA PELÍCULA,Joseph Kosinski,155,07,16:00,2025-08-21,Renoir Princesa
F1: LA PELÍCULA,Joseph Kosinski,155,07,18:50,2025-08-21,Renoir Princesa
F1: LA PELÍCULA,Joseph Kosinski,155,07,21:40,2025-08-21,Renoir Princesa
INDOMABLES,Daniel Minahan,119,11,16:00,2025-08-21,Renoir Princesa
INDOMABLES,Daniel Minahan,119,03,18:00,2025-08-21,Renoir Princesa
INDOMABLES,Daniel Minahan,119,11,19:50,2025-08-21,Renoir Princesa
INDOMABLES,Daniel Minahan,119,08,22:00,2025-08-21,Renoir Princesa
LA COMUNIDAD,Alex De La Iglesia,112,05,20:00,2025-08-21,Renoir Princesa
LOS 4 FANTÁSTICOS: PRIMEROS PASOS,Matt Shakman,115,02,16:00,2025-08-21,Renoir Princesa
LOS 4 FANTÁSTICOS: PRIMEROS PASOS,Matt Shakman,115,02,18:10,2025-08-21,Renoir Princesa
LOS 4 FANTÁSTICOS: PRIMEROS PASOS,Matt Shakman,115,02,20:20,2025-08-21,Renoir Princesa
MATERIALISTAS,Celine Song,116,09,16:00,2025-08-21,Renoir Princesa
MATERIALISTAS,Celine Song,116,05,17:00,2025-08-21,Renoir Princesa
MATERIALISTAS,Celine Song,116,09,18:15,2025-08-21,Renoir Princesa
MATERIALISTAS,Celine Song,116,09,20:30,2025-08-21,Renoir Princesa
MATERIALISTAS,Celine Song,116,06,22:30,2025-08-21,Renoir Princesa
NEVER ALONE (NUNCA MÁS),Klaus Haro,85,11,18:10,2025-08-21,Renoir Princesa
PORCO ROSSO,"Miyazaki, Hayao",95,08,20:10,2025-08-21,Renoir Princesa
SIRAT,Óliver Laxe,120,04,16:00,2025-08-21,Renoir Princesa
SIRAT,Óliver Laxe,120,04,18:10,2025-08-21,Renoir Princesa
SIRAT,Óliver Laxe,120,04,20:20,2025-08-21,Renoir Princesa
SIRAT,Óliver Laxe,120,04,22:30,2025-08-21,Renoir Princesa
SUPERMAN,James Gunn,129,08,16:00,2025-08-21,Renoir Princesa
SUPERMAN,James Gunn,129,01,19:30,2025-08-21,Renoir Princesa
SUPERMAN,James Gunn,129,01,22:00,2025-08-21,Renoir Princesa
"UN ""LIKE"" DE BOB TREVINO",Tracie Laymon,101,03,16:00,2025-08-21,Renoir Princesa
"UN ""LIKE"" DE BOB TREVINO",Tracie Laymon,101,03,20:15,2025-08-21,Renoir Princesa
"UN ""LIKE"" DE BOB TREVINO",Tracie Laymon,101,03,22:10,2025-08-21,Renoir Princesa
UNO EQUIS DOS,Alberto Utrera,87,01,16:00,2025-08-21,Renoir Princesa
UNO EQUIS DOS,Alberto Utrera,87,08,18:25,2025-08-21,Renoir Princesa
UNO EQUIS DOS,Alberto Utrera,87,09,22:40,2025-08-21,Renoir Princesa
WEAPONS,Zach Cregger,128,06,16:00,2025-08-21,Renoir Princesa
WEAPONS,Zach Cregger,128,10,18:00,2025-08-21,Renoir Princesa
WEAPONS,Zach Cregger,128,06,20:15,2025-08-21,Renoir Princesa
WEAPONS,Zach Cregger,128,11,22:00,2025-08-21,Renoir Princesa
DEVUÉLVEMELA,Danny Philippou Danny Philippou,104,10,18:15,2025-08-22,Renoir Princesa
DEVUÉLVEMELA,Danny Philippou Danny Philippou,104,11,20:15,2025-08-22,Renoir Princesa
DEVUÉLVEMELA,Danny Philippou Danny Philippou,104,10,22:30,2025-08-22,Renoir Princesa
F1: LA PELÍCULA,Joseph Kosinski,155,03,16:00,2025-08-22,Renoir Princesa
F1: LA PELÍCULA,Joseph Kosinski,155,03,18:50,2025-08-22,Renoir Princesa
F1: LA PELÍCULA,Joseph Kosinski,155,03,21:40,2025-08-22,Renoir Princesa
INDOMABLES,Daniel Minahan,119,10,16:00,2025-08-22,Renoir Princesa
INDOMABLES,Daniel Minahan,119,11,18:00,2025-08-22,Renoir Princesa
INDOMABLES,Daniel Minahan,119,11,22:15,2025-08-22,Renoir Princesa
LA COMUNIDAD,Alex De La Iglesia,112,11,16:00,2025-08-22,Renoir Princesa
LA COMUNIDAD,Alex De La Iglesia,112,10,20:15,2025-08-22,Renoir Princesa
LOS 4 FANTÁSTICOS: PRIMEROS PASOS,Matt Shakman,115,08,20:00,2025-08-22,Renoir Princesa
LOS 4 FANTÁSTICOS: PRIMEROS PASOS,Matt Shakman,115,08,22:15,2025-08-22,Renoir Princesa
MATERIALISTAS,Celine Song,116,07,16:00,2025-08-22,Renoir Princesa
MATERIALISTAS,Celine Song,116,09,17:55,2025-08-22,Renoir Princesa
MATERIALISTAS,Celine Song,116,04,19:00,2025-08-22,Renoir Princesa
MATERIALISTAS,Celine Song,116,09,20:10,2025-08-22,Renoir Princesa
MATERIALISTAS,Celine Song,116,09,22:20,2025-08-22,Renoir Princesa
NIKI,Céline Sallette,99,06,16:00,2025-08-22,Renoir Princesa
NIKI,Céline Sallette,99,01,18:20,2025-08-22,Renoir Princesa
NIKI,Céline Sallette,99,01,20:15,2025-08-22,Renoir Princesa
NIKI,Céline Sallette,99,06,22:35,2025-08-22,Renoir Princesa
PORCO ROSSO,"Miyazaki, Hayao",95,05,16:00,2025-08-22,Renoir Princesa
PORCO ROSSO,"Miyazaki, Hayao",95,08,18:10,2025-08-22,Renoir Princesa
SIRAT,Óliver Laxe,120,08,16:00,2025-08-22,Renoir Princesa
SIRAT,Óliver Laxe,120,05,17:50,2025-08-22,Renoir Princesa
SIRAT,Óliver Laxe,120,05,20:00,2025-08-22,Renoir Princesa
SIRAT,Óliver Laxe,120,05,22:10,2025-08-22,Renoir Princesa
SUPERMAN,James Gunn,129,04,16:10,2025-08-22,Renoir Princesa
SUPERMAN,James Gunn,129,04,21:30,2025-08-22,Renoir Princesa
"UN ""LIKE"" DE BOB TREVINO",Tracie Laymon,101,09,16:00,2025-08-22,Renoir Princesa
"UN ""LIKE"" DE BOB TREVINO",Tracie Laymon,101,07,18:15,2025-08-22,Renoir Princesa
"UN ""LIKE"" DE BOB TREVINO",Tracie Laymon,101,07,20:15,2025-08-22,Renoir Princesa
"UN ""LIKE"" DE BOB TREVINO",Tracie Laymon,101,07,22:15,2025-08-22,Renoir Princesa
WEAPONS,Zach Cregger,128,01,16:00,2025-08-22,Renoir Princesa
WEAPONS,Zach Cregger,128,06,17:55,2025-08-22,Renoir Princesa
WEAPONS,Zach Cregger,128,06,20:15,2025-08-22,Renoir Princesa
WEAPONS,Zach Cregger,128,01,22:10,2025-08-22,Renoir Princesa
DEVUÉLVEMELA,Danny Philippou Danny Philippou,104,10,18:15,2025-08-23,Renoir Princesa
DEVUÉLVEMELA,Danny Philippou Danny Philippou,104,11,20:15,2025-08-23,Renoir Princesa
DEVUÉLVEMELA,Danny Philippou Danny Philippou,104,10,22:30,2025-08-23,Renoir Princesa
F1: LA PELÍCULA,Joseph Kosinski,155,03,16:00,2025-08-23,Renoir Princesa
F1: LA PELÍCULA,Joseph Kosinski,155,03,18:50,2025-08-23,Renoir Princesa
F1: LA PELÍCULA,Joseph Kosinski,155,03,21:40,2025-08-23,Renoir Princesa
INDOMABLES,Daniel Minahan,119,10,16:00,2025-08-23,Renoir Princesa
INDOMABLES,Daniel Minahan,119,11,18:00,2025-08-23,Renoir Princesa
INDOMABLES,Daniel Minahan,119,11,22:15,2025-08-23,Renoir Princesa
LA COMUNIDAD,Alex De La Iglesia,112,11,16:00,2025-08-23,Renoir Princesa
LA COMUNIDAD,Alex De La Iglesia,112,10,20:15,2025-08-23,Renoir Princesa
LOS 4 FANTÁSTICOS: PRIMEROS PASOS,Matt Shakman,115,08,20:00,2025-08-23,Renoir Princesa
LOS 4 FANTÁSTICOS: PRIMEROS PASOS,Matt Shakman,115,08,22:15,2025-08-23,Renoir Princesa
MATERIALISTAS,Celine Song,116,07,16:00,2025-08-23,Renoir Princesa
MATERIALISTAS,Celine Song,116,09,17:55,2025-08-23,Renoir Princesa
MATERIALISTAS,Celine Song,116,04,19:00,2025-08-23,Renoir Princesa
MATERIALISTAS,Celine Song,116,09,20:10,2025-08-23,Renoir Princesa
MATERIALISTAS,Celine Song,116,09,22:20,2025-08-23,Renoir Princesa
NIKI,Céline Sallette,99,06,16:00,2025-08-23,Renoir Princesa
NIKI,Céline Sallette,99,01,18:20,2025-08-23,Renoir Princesa
NIKI,Céline Sallette,99,01,20:15,2025-08-23,Renoir Princesa
NIKI,Céline Sallette,99,06,22:35,2025-08-23,Renoir Princesa
