Pelicula,Director,Duración,Sala,Horario,Fecha,Cine,Tickets_URL,Film_URL,Poster_URL,Idioma_Original,Calificación,Estreno,Intérpretes,Sinopsis
LOS DOMINGOS,Alauda Ruiz De Azúa,115,11,16:00,2026-03-05,Renoir Princesa,https://www.pillalas.com/pase/1057015/,https://www.cinesrenoir.com/pelicula/los-domingos/,https://media.pillalas.com/imagenes/726afb526abffa83eb13c84b6e843cdf406388aa12cc57b934b6e5ab1c8e2d84ce9ad1f4.jpg,Castellano,No recomendada para menores de 12 años,Viernes 24 Octubre 2025,"Patricia López Arnaiz, Blanca Soroa, Miguel Garcés, Juan Minujín, Mabel Rivera, Nagore Aramburu","'Los domingos' cuenta la historia de Ainara (Soroa), una joven idealista y brillante de 17 años que ha de decidir qué carrera universitaria estudiará. O, al menos, eso espera su familia que haga. Sin embargo, la joven manifiesta que se siente cada vez más cerca de Dios y que se plantea abrazar la vida de monja de clausura. La noticia pilla por sorpresa a toda la familia provocando un abismo y una prueba de fuego para todos."
LOS DOMINGOS,Alauda Ruiz De Azúa,115,06,18:05,2026-03-05,Renoir Princesa,https://www.pillalas.com/pase/1056973/,https://www.cinesrenoir.com/pelicula/los-domingos/,https://media.pillalas.com/imagenes/726afb526abffa83eb13c84b6e843cdf406388aa12cc57b934b6e5ab1c8e2d84ce9ad1f4.jpg,Castellano,No recomendada para menores de 12 años,Viernes 24 Octubre 2025,"Patricia López Arnaiz, Blanca Soroa, Miguel Garcés, Juan Minujín, Mabel Rivera, Nagore Aramburu","'Los domingos' cuenta la historia de Ainara (Soroa), una joven idealista y brillante de 17 años que ha de decidir qué carrera universitaria estudiará. O, al menos, eso espera su familia que haga. Sin embargo, la joven manifiesta que se siente cada vez más cerca de Dios y que se plantea abrazar la vida de monja de clausura. La noticia pilla por sorpresa a toda la familia provocando un abismo y una prueba de fuego para todos."
LOS DOMINGOS,Alauda Ruiz De Azúa,115,06,20:15,2026-03-05,Renoir Princesa,https://www.pillalas.com/pase/1056977/,https://www.cinesrenoir.com/pelicula/los-domingos/,https://media.pillalas.com/imagenes/726afb526abffa83eb13c84b6e843cdf406388aa12cc57b934b6e5ab1c8e2d84ce9ad1f4.jpg,Castellano,No recomendada para menores de 12 años,Viernes 24 Octubre 2025,"Patricia López Arnaiz, Blanca Soroa, Miguel Garcés, Juan Minujín, Mabel Rivera, Nagore Aramburu","'Los domingos' cuenta la historia de Ainara (Soroa), una joven idealista y brillante de 17 años que ha de decidir qué carrera universitaria estudiará. O, al menos, eso espera su familia que haga. Sin embargo, la joven manifiesta que se siente cada vez más cerca de Dios y que se plantea abrazar la vida de monja de clausura. La noticia pilla por sorpresa a toda la familia provocando un abismo y una prueba de fuego para todos."
LOS DOMINGOS,Alauda Ruiz De Azúa,115,06,22:30,2026-03-05,Renoir Princesa,https://www.pillalas.com/pase/1056981/,https://www.cinesrenoir.com/pelicula/los-domingos/,https://media.pillalas.com/imagenes/726afb526abffa83eb13c84b6e843cdf406388aa12cc57b934b6e5ab1c8e2d84ce9ad1f4.jpg,Castellano,No recomendada para menores de 12 años,Viernes 24 Octubre 2025,"Patricia López Arnaiz, Blanca Soroa, Miguel Garcés, Juan Minujín, Mabel Rivera, Nagore Aramburu","'Los domingos' cuenta la historia de Ainara (Soroa), una joven idealista y brillante de 17 años que ha de decidir qué carrera universitaria estudiará. O, al menos, eso espera su familia que haga. Sin embargo, la joven manifiesta que se siente cada vez más cerca de Dios y que se plantea abrazar la vida de monja de clausura. La noticia pilla por sorpresa a toda la familia provocando un abismo y una prueba de fuego para todos."
MARTY SUPREME,Josh Safdie,149,10,16:00,2026-03-05,Renoir Princesa,https://www.pillalas.com/pase/1057066/,https://www.cinesrenoir.com/pelicula/marty-supreme/,https://media.pillalas.com/imagenes/726afb526abffa83215ea8a89c8894fb1ac44e6c3b86faba19f84e195b42d541304dcb79.jpg,Inglés,No recomendada para menores de 16 años,Viernes 30 Enero 2026,"Timothee Chalamet, Gwyneth Paltrow, Odessa A Zion, Sandra Bernhard, Fran Drescher, Abel Ferrara, Spenser Granese, Tyler The Creator, Penn Jillette, Kevin O Leary","Marty Mauser (Timothée Chalamet), un joven con una ambición desmesurada, está dispuesto a todo para cumplir su sueño. Con ayuda, entre otros, de la estrella de cine Carol Dunne (Gwyneth Paltrow) demostrará al mundo entero su grandeza."
MARTY SUPREME,Josh Safdie,149,10,18:50,2026-03-05,Renoir Princesa,https://www.pillalas.com/pase/1057068/,https://www.cinesrenoir.com/pelicula/marty-supreme/,https://media.pillalas.com/imagenes/726afb526abffa83215ea8a89c8894fb1ac44e6c3b86faba19f84e195b42d541304dcb79.jpg,Inglés,No recomendada para menores de 16 años,Viernes 30 Enero 2026,"Timothee Chalamet, Gwyneth Paltrow, Odessa A Zion, Sandra Bernhard, Fran Drescher, Abel Ferrara, Spenser Granese, Tyler The Creator, Penn Jillette, Kevin O Leary","Marty Mauser (Timothée Chalamet), un joven con una ambición desmesurada, está dispuesto a todo para cumplir su sueño. Con ayuda, entre otros, de la estrella de cine Carol Dunne (Gwyneth Paltrow) demostrará al mundo entero su grandeza."
MARTY SUPREME,Josh Safdie,149,10,21:35,2026-03-05,Renoir Princesa,https://www.pillalas.com/pase/1057070/,https://www.cinesrenoir.com/pelicula/marty-supreme/,https://media.pillalas.com/imagenes/726afb526abffa83215ea8a89c8894fb1ac44e6c3b86faba19f84e195b42d541304dcb79.jpg,Inglés,No recomendada para menores de 16 años,Viernes 30 Enero 2026,"Timothee Chalamet, Gwyneth Paltrow, Odessa A Zion, Sandra Bernhard, Fran Drescher, Abel Ferrara, Spenser Granese, Tyler The Creator, Penn Jillette, Kevin O Leary","Marty Mauser (Timothée Chalamet), un joven con una ambición desmesurada, está dispuesto a todo para cumplir su sueño. Con ayuda, entre otros, de la estrella de cine Carol Dunne (Gwyneth Paltrow) demostrará al mundo entero su grandeza."
NUEVOS HORIZONTES [DOCS DEL MES],Sara Khaki Y Mohammadreza Eyni,95,08,20:30,2026-03-05,Renoir Princesa,https://www.pillalas.com/pase/1056433/,https://www.cinesrenoir.com/pelicula/nuevos-horizontes-docs-del-mes/,https://media.pillalas.com/imagenes/726afb526abffa8311d685c9c52ef8a0b0b2d7ae4ce4fbc7b4abca4dae78cc9b5dcb0760.jpg,Persa Y Azerbaiyano,No recomendada para menores de 7 años,Jueves 5 Marzo 2026,Documental,"Cuando se convierte en la primera concejala electa de su pueblo natal en Irán, Sara Shahverdi se propone romper tradiciones patriarcales muy arraigadas. Empodera a las adolescentes, les enseña a ir en moto y pretende acabar con los matrimonios infantiles. Cuando surgen acusaciones que cuestionan sus intenciones, su identidad se verá perturbada."
RENTAL FAMILY (FAMILIA DE ALQUILER),Mitsuyo Miyazaki,109,06,16:00,2026-03-05,Renoir Princesa,https://www.pillalas.com/pase/1056970/,https://www.cinesrenoir.com/pelicula/rental-family-familia-de-alquiler/,https://media.pillalas.com/imagenes/726afb526abffa8354fd8d551fddc8b6f2c37df750c002f9f65d59d1707b603c58f3211d.jpg,Inglés Y Japonés,No recomendada para menores de 12 años,Viernes 9 Enero 2026,"Brendan Fraser, Mari Yamamoto, Takehiro Hira, Akira Emoto, Shannon Gorman","Comedia dramática sobre un actor estadounidense (Brendan Fraser) que lucha por encontrar un propósito en la vida en el Tokio actual. Hasta que consigue un trabajo inusual, trabajar para una agencia japonesa de ""familias de alquiler"", interpretando papeles de suplente para desconocidos."
RENTAL FAMILY (FAMILIA DE ALQUILER),Mitsuyo Miyazaki,109,03,18:20,2026-03-05,Renoir Princesa,https://www.pillalas.com/pase/1056842/,https://www.cinesrenoir.com/pelicula/rental-family-familia-de-alquiler/,https://media.pillalas.com/imagenes/726afb526abffa8354fd8d551fddc8b6f2c37df750c002f9f65d59d1707b603c58f3211d.jpg,Inglés Y Japonés,No recomendada para menores de 12 años,Viernes 9 Enero 2026,"Brendan Fraser, Mari Yamamoto, Takehiro Hira, Akira Emoto, Shannon Gorman","Comedia dramática sobre un actor estadounidense (Brendan Fraser) que lucha por encontrar un propósito en la vida en el Tokio actual. Hasta que consigue un trabajo inusual, trabajar para una agencia japonesa de ""familias de alquiler"", interpretando papeles de suplente para desconocidos."
SCARLET,Mamoru Hosoda Mamoru Hosoda,111,08,18:20,2026-03-05,Renoir Princesa,https://www.pillalas.com/pase/1057016/,https://www.cinesrenoir.com/pelicula/scarlet/,https://media.pillalas.com/imagenes/726afb526abffa83d4a122cc6de08c8b36937e6d027dcb3465ceb9e1d14ec4e71675cf39.jpg,Japonés,No recomendada para menores de 12 años,Viernes 27 Febrero 2026,Animación,"Una princesa medieval experta en el manejo de la espada se embarca en una peligrosa misión para vengar la muerte de su padre. Tras fracasar en su misión y encontrarse gravemente herida en un «Otromundo», conoce a un joven idealista de nuestro presente que no solo la ayuda a curarse, sino que le muestra la posibilidad de un futuro libre de amargura y rabia. Cuando se enfrenta de nuevo al asesino de su padre, Scarlet se enfrenta a su batalla más difícil: ¿podrá romper el ciclo del odio y encontrar un sentido a la vida más allá de la venganza?"
SCARLET,Mamoru Hosoda Mamoru Hosoda,111,08,22:25,2026-03-05,Renoir Princesa,https://www.pillalas.com/pase/1057017/,https://www.cinesrenoir.com/pelicula/scarlet/,https://media.pillalas.com/imagenes/726afb526abffa83d4a122cc6de08c8b36937e6d027dcb3465ceb9e1d14ec4e71675cf39.jpg,Japonés,No recomendada para menores de 12 años,Viernes 27 Febrero 2026,Animación,"Una princesa medieval experta en el manejo de la espada se embarca en una peligrosa misión para vengar la muerte de su padre. Tras fracasar en su misión y encontrarse gravemente herida en un «Otromundo», conoce a un joven idealista de nuestro presente que no solo la ayuda a curarse, sino que le muestra la posibilidad de un futuro libre de amargura y rabia. Cuando se enfrenta de nuevo al asesino de su padre, Scarlet se enfrenta a su batalla más difícil: ¿podrá romper el ciclo del odio y encontrar un sentido a la vida más allá de la venganza?"
SIN CONEXIÓN,Bradley Cooper Cooper,120,08,16:00,2026-03-05,Renoir Princesa,https://www.pillalas.com/pase/1056967/,https://www.cinesrenoir.com/pelicula/sin-conexion/,https://media.pillalas.com/imagenes/726afb526abffa832172609433a0fdb98ea954f3904a127b5015f2f2335b6b1b2f7219c3.jpg,Inglés,No recomendada para menores de 12 años,Viernes 20 Febrero 2026,"Will Arnett, Laura Dern, Andra Day, Bradley Cooper, Amy Sedaris, Sean Hayes, Christine Ebersole, Ciarán Hinds, Scott Icenogle","Mientras su matrimonio se desmorona silenciosamente, Alex (Will Arnett) se enfrenta a la mediana edad y a un divorcio inminente, buscando un nuevo propósito en el mundo de la comedia neoyorquina, mientras que Tess (Laura Dern) se enfrenta a los sacrificios que ha hecho por su familia, lo que les obliga a lidiar con la crianza compartida, la identidad y si el amor puede adoptar una nueva forma."
SIN CONEXIÓN,Bradley Cooper Cooper,120,01,22:00,2026-03-05,Renoir Princesa,https://www.pillalas.com/pase/1056845/,https://www.cinesrenoir.com/pelicula/sin-conexion/,https://media.pillalas.com/imagenes/726afb526abffa832172609433a0fdb98ea954f3904a127b5015f2f2335b6b1b2f7219c3.jpg,Inglés,No recomendada para menores de 12 años,Viernes 20 Febrero 2026,"Will Arnett, Laura Dern, Andra Day, Bradley Cooper, Amy Sedaris, Sean Hayes, Christine Ebersole, Ciarán Hinds, Scott Icenogle","Mientras su matrimonio se desmorona silenciosamente, Alex (Will Arnett) se enfrenta a la mediana edad y a un divorcio inminente, buscando un nuevo propósito en el mundo de la comedia neoyorquina, mientras que Tess (Laura Dern) se enfrenta a los sacrificios que ha hecho por su familia, lo que les obliga a lidiar con la crianza compartida, la identidad y si el amor puede adoptar una nueva forma."
SIRAT,Óliver Laxe,120,03,20:25,2026-03-05,Renoir Princesa,https://www.pillalas.com/pase/1056978/,https://www.cinesrenoir.com/pelicula/sirat/,https://www.cinesrenoir.com/media/Peliculas/Cartel/SIRAT_ONLINE_GOYAOSCARS.jpg,Castellano Y Otros,No recomendada para menores de 16 años,Viernes 6 Junio 2025,"Sergi López, Bruno Núñez, Stefania Gadda, Joshua Liam Herderson, Tonin Javier, Jade Ouki, Richard Bellamyun","Un hombre (López) y su hijo (Nuñez) llegan a una rave perdida en medio de las áridas y fantasmagóricas montañas del sur de Marruecos. Buscan allí a Mar, su hija y hermana, desaparecida hace meses en una de estas fiestas sin amanecer. Reparten una y otra vez su foto rodeados de música electrónica y de un tipo de libertad que desconocen. Empujados por el destino, y con la esperanza de encontrar ahí a Mar, deciden seguir a un grupo de raveros hacia la última fiesta que se celebrará en el desierto."
SIRAT,Óliver Laxe,120,03,22:35,2026-03-05,Renoir Princesa,https://www.pillalas.com/pase/1056982/,https://www.cinesrenoir.com/pelicula/sirat/,https://www.cinesrenoir.com/media/Peliculas/Cartel/SIRAT_ONLINE_GOYAOSCARS.jpg,Castellano Y Otros,No recomendada para menores de 16 años,Viernes 6 Junio 2025,"Sergi López, Bruno Núñez, Stefania Gadda, Joshua Liam Herderson, Tonin Javier, Jade Ouki, Richard Bellamyun","Un hombre (López) y su hijo (Nuñez) llegan a una rave perdida en medio de las áridas y fantasmagóricas montañas del sur de Marruecos. Buscan allí a Mar, su hija y hermana, desaparecida hace meses en una de estas fiestas sin amanecer. Reparten una y otra vez su foto rodeados de música electrónica y de un tipo de libertad que desconocen. Empujados por el destino, y con la esperanza de encontrar ahí a Mar, deciden seguir a un grupo de raveros hacia la última fiesta que se celebrará en el desierto."
"SORRY, BABY",Eva Victor,102,01,16:00,2026-03-05,Renoir Princesa,https://www.pillalas.com/pase/1056839/,https://www.cinesrenoir.com/pelicula/sorry-baby/,https://media.pillalas.com/imagenes/726afb526abffa837c59681f561d4afba82a26ef8235abdaa380a4c9cf2bacb70dacac1c.jpg,Inglés,No recomendada para menores de 16 años y distintivo especialmente recomendada para el fomento de la igualdad de género,Viernes 27 Febrero 2026,"Eva Victor, Naomi Ackie, Lucas Hedges, John Carroll Lynch, Louis Cancelmi","A Agnes le pasó algo malo. Pero la vida sigue, al menos para todos los que la rodean."
"SORRY, BABY",Eva Victor,102,01,18:00,2026-03-05,Renoir Princesa,https://www.pillalas.com/pase/1056840/,https://www.cinesrenoir.com/pelicula/sorry-baby/,https://media.pillalas.com/imagenes/726afb526abffa837c59681f561d4afba82a26ef8235abdaa380a4c9cf2bacb70dacac1c.jpg,Inglés,No recomendada para menores de 16 años y distintivo especialmente recomendada para el fomento de la igualdad de género,Viernes 27 Febrero 2026,"Eva Victor, Naomi Ackie, Lucas Hedges, John Carroll Lynch, Louis Cancelmi","A Agnes le pasó algo malo. Pero la vida sigue, al menos para todos los que la rodean."
"SORRY, BABY",Eva Victor,102,01,20:00,2026-03-05,Renoir Princesa,https://www.pillalas.com/pase/1056843/,https://www.cinesrenoir.com/pelicula/sorry-baby/,https://media.pillalas.com/imagenes/726afb526abffa837c59681f561d4afba82a26ef8235abdaa380a4c9cf2bacb70dacac1c.jpg,Inglés,No recomendada para menores de 16 años y distintivo especialmente recomendada para el fomento de la igualdad de género,Viernes 27 Febrero 2026,"Eva Victor, Naomi Ackie, Lucas Hedges, John Carroll Lynch, Louis Cancelmi","A Agnes le pasó algo malo. Pero la vida sigue, al menos para todos los que la rodean."
