Pelicula,Director,Duración,Sala,Horario,Fecha,Cine
ARCO,Ugo Bienvenu,88,05,16:00,2026-02-14,Renoir Princesa
AÍDA Y VUELTA,Paco León,90,03,16:00,2026-02-14,Renoir Princesa
AÍDA Y VUELTA,Paco León,90,08,20:15,2026-02-14,Renoir Princesa
CUMBRES BORRASCOSAS,Emerald Fennell,135,11,16:05,2026-02-14,Renoir Princesa
CUMBRES BORRASCOSAS,Emerald Fennell,135,09,18:00,2026-02-14,Renoir Princesa
CUMBRES BORRASCOSAS,Emerald Fennell,135,11,19:00,2026-02-14,Renoir Princesa
CUMBRES BORRASCOSAS,Emerald Fennell,135,09,20:30,2026-02-14,Renoir Princesa
CUMBRES BORRASCOSAS,Emerald Fennell,135,11,21:35,2026-02-14,Renoir Princesa
HAMNET,Chloé Zhao,125,07,16:10,2026-02-14,Renoir Princesa
HAMNET,Chloé Zhao,125,05,17:45,2026-02-14,Renoir Princesa
HAMNET,Chloé Zhao,125,07,19:00,2026-02-14,Renoir Princesa
HAMNET,Chloé Zhao,125,05,20:05,2026-02-14,Renoir Princesa
HAMNET,Chloé Zhao,125,05,22:25,2026-02-14,Renoir Princesa
LA CENA,Manolo Gómez Pereira,106,08,16:00,2026-02-14,Renoir Princesa
LA CENA,Manolo Gómez Pereira,106,03,18:00,2026-02-14,Renoir Princesa
LA FIERA,Salvador Calvo,113,08,18:05,2026-02-14,Renoir Princesa
LA FIERA,Salvador Calvo,113,08,22:15,2026-02-14,Renoir Princesa
LOS DOMINGOS,Alauda Ruiz De Azúa,115,01,16:00,2026-02-14,Renoir Princesa
LOS DOMINGOS,Alauda Ruiz De Azúa,115,01,18:15,2026-02-14,Renoir Princesa
LOS DOMINGOS,Alauda Ruiz De Azúa,115,01,20:30,2026-02-14,Renoir Princesa
MARTY SUPREME,Josh Safdie,149,04,16:10,2026-02-14,Renoir Princesa
MARTY SUPREME,Josh Safdie,149,04,19:00,2026-02-14,Renoir Princesa
MARTY SUPREME,Josh Safdie,149,02,20:20,2026-02-14,Renoir Princesa
MARTY SUPREME,Josh Safdie,149,04,21:50,2026-02-14,Renoir Princesa
NOUVELLE VAGUE,Richard Linklater,106,01,22:40,2026-02-14,Renoir Princesa
RENTAL FAMILY (FAMILIA DE ALQUILER),Mitsuyo Miyazaki,109,09,16:00,2026-02-14,Renoir Princesa
RENTAL FAMILY (FAMILIA DE ALQUILER),Mitsuyo Miyazaki,109,02,18:15,2026-02-14,Renoir Princesa
SIRAT,Óliver Laxe,120,03,20:05,2026-02-14,Renoir Princesa
SIRAT,Óliver Laxe,120,07,21:30,2026-02-14,Renoir Princesa
TRES ADIOSES,Isabel Coixet,122,02,16:00,2026-02-14,Renoir Princesa
TRES ADIOSES,Isabel Coixet,122,06,17:30,2026-02-14,Renoir Princesa
TRES ADIOSES,Isabel Coixet,122,06,19:50,2026-02-14,Renoir Princesa
TRES ADIOSES,Isabel Coixet,122,06,22:10,2026-02-14,Renoir Princesa
VALOR SENTIMENTAL,Joachim Trier,133,10,16:10,2026-02-14,Renoir Princesa
VALOR SENTIMENTAL,Joachim Trier,133,10,19:10,2026-02-14,Renoir Princesa
VALOR SENTIMENTAL,Joachim Trier,133,10,21:45,2026-02-14,Renoir Princesa
VIDA PRIVADA,Rebecca Zlotowski,103,03,22:20,2026-02-14,Renoir Princesa
ARCO,Ugo Bienvenu,88,05,16:00,2026-02-15,Renoir Princesa
AÍDA Y VUELTA,Paco León,90,03,16:00,2026-02-15,Renoir Princesa
AÍDA Y VUELTA,Paco León,90,08,20:15,2026-02-15,Renoir Princesa
CUMBRES BORRASCOSAS,Emerald Fennell,135,11,16:05,2026-02-15,Renoir Princesa
