Pelicula,Director,Duración,Sala,Horario,Fecha,Cine,Tickets_URL,Film_URL,Poster_URL,Idioma_Original,Calificación,Estreno,Intérpretes,Sinopsis
AMARGA NAVIDAD,Pedro Almodóvar,111,01,16:00,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1074828/,https://www.cinesrenoir.com/pelicula/amarga-navidad/,https://media.pillalas.com/imagenes/726afb526abffa83b60c45c3634993c0e9bd987d873c6c32a8009c3b4ee414d3a40e41c1.jpg,,,,,
BACKROOMS,Kane Parsons,110,10,15:50,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1075025/,https://www.cinesrenoir.com/pelicula/backrooms/,https://media.pillalas.com/imagenes/726afb526abffa83186becfb5f5e9996a19758e2af6f41d33fc78627a975c1013a9e6c45.jpg,,,,,
BACKROOMS,Kane Parsons,110,10,18:00,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1075030/,https://www.cinesrenoir.com/pelicula/backrooms/,https://media.pillalas.com/imagenes/726afb526abffa83186becfb5f5e9996a19758e2af6f41d33fc78627a975c1013a9e6c45.jpg,,,,,
BACKROOMS,Kane Parsons,110,10,20:10,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1075033/,https://www.cinesrenoir.com/pelicula/backrooms/,https://media.pillalas.com/imagenes/726afb526abffa83186becfb5f5e9996a19758e2af6f41d33fc78627a975c1013a9e6c45.jpg,,,,,
BACKROOMS,Kane Parsons,110,10,22:15,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1075036/,https://www.cinesrenoir.com/pelicula/backrooms/,https://media.pillalas.com/imagenes/726afb526abffa83186becfb5f5e9996a19758e2af6f41d33fc78627a975c1013a9e6c45.jpg,,,,,
DREAMS,Michel Franco,98,02,16:10,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1074829/,https://www.cinesrenoir.com/pelicula/dreams/,https://media.pillalas.com/imagenes/726afb526abffa83f2fcec14080faa1f92861ad737cbaef71a9e19333a81d741027ad62e.jpg,,,,,
DREAMS,Michel Franco,98,02,18:10,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1074831/,https://www.cinesrenoir.com/pelicula/dreams/,https://media.pillalas.com/imagenes/726afb526abffa83f2fcec14080faa1f92861ad737cbaef71a9e19333a81d741027ad62e.jpg,,,,,
DREAMS,Michel Franco,98,02,20:10,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1074833/,https://www.cinesrenoir.com/pelicula/dreams/,https://media.pillalas.com/imagenes/726afb526abffa83f2fcec14080faa1f92861ad737cbaef71a9e19333a81d741027ad62e.jpg,,,,,
DREAMS,Michel Franco,98,02,22:10,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1074836/,https://www.cinesrenoir.com/pelicula/dreams/,https://media.pillalas.com/imagenes/726afb526abffa83f2fcec14080faa1f92861ad737cbaef71a9e19333a81d741027ad62e.jpg,,,,,
EL DIABLO VISTE DE PRADA 2,David Frankel,120,03,16:00,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1074827/,https://www.cinesrenoir.com/pelicula/el-diablo-viste-de-prada-2/,https://media.pillalas.com/imagenes/726afb526abffa83fece47511eb70b9e1b6e404173ddb3c32d8258561fd54681cee1e0d8.jpg,,,,,
EL DIABLO VISTE DE PRADA 2,David Frankel,120,03,18:15,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1074832/,https://www.cinesrenoir.com/pelicula/el-diablo-viste-de-prada-2/,https://media.pillalas.com/imagenes/726afb526abffa83fece47511eb70b9e1b6e404173ddb3c32d8258561fd54681cee1e0d8.jpg,,,,,
EL DRAMA,Kristoffer Borgli,106,11,16:10,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1075027/,https://www.cinesrenoir.com/pelicula/el-drama/,https://media.pillalas.com/imagenes/726afb526abffa833c26769a2d0f648f239a18f56e93a09c45c7c77c2bf1a8ee48c54930.jpg,,,,,
EL DRAMA,Kristoffer Borgli,106,11,18:15,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1075031/,https://www.cinesrenoir.com/pelicula/el-drama/,https://media.pillalas.com/imagenes/726afb526abffa833c26769a2d0f648f239a18f56e93a09c45c7c77c2bf1a8ee48c54930.jpg,,,,,
EL DRAMA,Kristoffer Borgli,106,11,20:20,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1075034/,https://www.cinesrenoir.com/pelicula/el-drama/,https://media.pillalas.com/imagenes/726afb526abffa833c26769a2d0f648f239a18f56e93a09c45c7c77c2bf1a8ee48c54930.jpg,,,,,
EL DRAMA,Kristoffer Borgli,106,11,22:20,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1075037/,https://www.cinesrenoir.com/pelicula/el-drama/,https://media.pillalas.com/imagenes/726afb526abffa833c26769a2d0f648f239a18f56e93a09c45c7c77c2bf1a8ee48c54930.jpg,,,,,
EL DÍA DE LA REVELACIÓN,Steven Spielberg,145,09,16:10,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1074930/,https://www.cinesrenoir.com/pelicula/el-dia-de-la-revelacion/,https://media.pillalas.com/imagenes/726afb526abffa8309e287b6a9937a9056794979929b0d994d7cb0244506ea87665540d6.jpg,,,,,
EL DÍA DE LA REVELACIÓN,Steven Spielberg,145,04,17:45,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1074931/,https://www.cinesrenoir.com/pelicula/el-dia-de-la-revelacion/,https://media.pillalas.com/imagenes/726afb526abffa8309e287b6a9937a9056794979929b0d994d7cb0244506ea87665540d6.jpg,,,,,
EL DÍA DE LA REVELACIÓN,Steven Spielberg,145,09,18:50,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1074934/,https://www.cinesrenoir.com/pelicula/el-dia-de-la-revelacion/,https://media.pillalas.com/imagenes/726afb526abffa8309e287b6a9937a9056794979929b0d994d7cb0244506ea87665540d6.jpg,,,,,
EL DÍA DE LA REVELACIÓN,Steven Spielberg,145,04,20:30,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1074937/,https://www.cinesrenoir.com/pelicula/el-dia-de-la-revelacion/,https://media.pillalas.com/imagenes/726afb526abffa8309e287b6a9937a9056794979929b0d994d7cb0244506ea87665540d6.jpg,,,,,
EL DÍA DE LA REVELACIÓN,Steven Spielberg,145,09,21:45,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1074938/,https://www.cinesrenoir.com/pelicula/el-dia-de-la-revelacion/,https://media.pillalas.com/imagenes/726afb526abffa8309e287b6a9937a9056794979929b0d994d7cb0244506ea87665540d6.jpg,,,,,
"ELEONORA DUSE, LA DIVINA",Pietro Marcello,125,01,18:05,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1074830/,https://www.cinesrenoir.com/pelicula/eleonora-duse-la-divina/,https://media.pillalas.com/imagenes/726afb526abffa839eaf1e1a7ed45f54c006c7c755d2272e7c755858cfb6b8197b37ea1b.jpg,,,,,
IVÁN & HADOUM,Ian De La Rosa,102,05,18:05,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1074932/,https://www.cinesrenoir.com/pelicula/ivan-hadoum/,https://media.pillalas.com/imagenes/726afb526abffa8326bede591d65a0a05614413c65e22d33a7646ea62287c86c1d67734c.jpg,,,,,
IVÁN & HADOUM,Ian De La Rosa,102,05,22:15,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1074940/,https://www.cinesrenoir.com/pelicula/ivan-hadoum/,https://media.pillalas.com/imagenes/726afb526abffa8326bede591d65a0a05614413c65e22d33a7646ea62287c86c1d67734c.jpg,,,,,
LA LUZ,Fernando Franco,120,07,15:50,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1074928/,https://www.cinesrenoir.com/pelicula/la-luz/,https://media.pillalas.com/imagenes/726afb526abffa8317677ca937a736c27e9f6bb2a52b26d33997b3aaabb603e6e12a45f0.jpg,,,,,
LA LUZ,Fernando Franco,120,06,17:50,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1075029/,https://www.cinesrenoir.com/pelicula/la-luz/,https://media.pillalas.com/imagenes/726afb526abffa8317677ca937a736c27e9f6bb2a52b26d33997b3aaabb603e6e12a45f0.jpg,,,,,
LA LUZ,Fernando Franco,120,07,22:05,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1074939/,https://www.cinesrenoir.com/pelicula/la-luz/,https://media.pillalas.com/imagenes/726afb526abffa8317677ca937a736c27e9f6bb2a52b26d33997b3aaabb603e6e12a45f0.jpg,,,,,
LA MEMORIA DE LAS MARIPOSAS,Marta Viña,75,08,16:10,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1075026/,https://www.cinesrenoir.com/pelicula/la-memoria-de-las-mariposas/,https://www.cinesrenoir.com/media/Peliculas/Cartel/LaMemoria_poster_espa%C3%B1ol_DEFINITIVO_mayo2026_1.jpg,,,,,
LA MUERTE DE ROBIN HOOD [WILDER CINEMA],Michael Sarnoski,123,06,20:00,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1073164/,https://www.cinesrenoir.com/pelicula/la-muerte-de-robin-hood-wilder-cinema/,https://media.pillalas.com/imagenes/726afb526abffa8336f9165f1f10ab196cee68c376210caa1c4ac2b603badf63cde48194.jpg,,,,,
MICHAEL,Antoine Fuqua,127,03,20:35,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1074835/,https://www.cinesrenoir.com/pelicula/michael/,https://media.pillalas.com/imagenes/726afb526abffa83f7b5a6112d3c54b109dff7bf62264b5f36e2b71bf23726bda9e419cb.jpg,,,,,
PIONERAS. SOLO QUERÍAN JUGAR,Marta Díaz De Lope Díaz,106,05,16:00,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1074929/,https://www.cinesrenoir.com/pelicula/pioneras-solo-querian-jugar/,https://media.pillalas.com/imagenes/726afb526abffa83841aa9dea3bcfbd31547abab2849e44376088aef30139d6a3ea3caa9.jpg,,,,,
