Pelicula,Director,Duración,Sala,Horario,Fecha,Cine,Tickets_URL,Film_URL,Poster_URL,Idioma_Original,Calificación,Estreno,Intérpretes,Sinopsis
PIONERAS. SOLO QUERÍAN JUGAR,Marta Díaz De Lope Díaz,106,05,20:10,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1074936/,https://www.cinesrenoir.com/pelicula/pioneras-solo-querian-jugar/,https://media.pillalas.com/imagenes/726afb526abffa83841aa9dea3bcfbd31547abab2849e44376088aef30139d6a3ea3caa9.jpg,,,,,
PIONERAS. SOLO QUERÍAN JUGAR,Marta Díaz De Lope Díaz,106,01,22:20,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1074837/,https://www.cinesrenoir.com/pelicula/pioneras-solo-querian-jugar/,https://media.pillalas.com/imagenes/726afb526abffa83841aa9dea3bcfbd31547abab2849e44376088aef30139d6a3ea3caa9.jpg,,,,,
SOLOMAMMA,Janicke Askevold,99,01,20:25,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1074834/,https://www.cinesrenoir.com/pelicula/solomamma/,https://media.pillalas.com/imagenes/726afb526abffa83e486bc1d70752c32d46ad33d311e7a51a14e0901d593b9ce20cfb21b.jpg,,,,,
THE FURIOUS,Kenji Tanigaki,115,08,22:00,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1075035/,https://www.cinesrenoir.com/pelicula/the-furious/,https://media.pillalas.com/imagenes/726afb526abffa8307d044046985d995df09c824fe28618c305732384bd5072b54b38bec.jpg,,,,,
TOY STORY 5,"Mckenna Harris, Andrew Stanton",101,06,15:50,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1074927/,https://www.cinesrenoir.com/pelicula/toy-story-5/,https://media.pillalas.com/imagenes/726afb526abffa838a456bed6d0f9a7c9af3e476430cb99b9b7924219be4a2e77fa421a0.jpg,,,,,
TOY STORY 5,"Mckenna Harris, Andrew Stanton",101,07,18:05,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1074933/,https://www.cinesrenoir.com/pelicula/toy-story-5/,https://media.pillalas.com/imagenes/726afb526abffa838a456bed6d0f9a7c9af3e476430cb99b9b7924219be4a2e77fa421a0.jpg,,,,,
TOY STORY 5,"Mckenna Harris, Andrew Stanton",101,07,20:05,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1074935/,https://www.cinesrenoir.com/pelicula/toy-story-5/,https://media.pillalas.com/imagenes/726afb526abffa838a456bed6d0f9a7c9af3e476430cb99b9b7924219be4a2e77fa421a0.jpg,,,,,
TOY STORY 5,"Mckenna Harris, Andrew Stanton",101,06,22:20,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1074941/,https://www.cinesrenoir.com/pelicula/toy-story-5/,https://media.pillalas.com/imagenes/726afb526abffa838a456bed6d0f9a7c9af3e476430cb99b9b7924219be4a2e77fa421a0.jpg,,,,,
UN MUNDO FRÁGIL Y MARAVILLOSO,Cyril Aris,109,08,17:45,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1075028/,https://www.cinesrenoir.com/pelicula/un-mundo-fragil-y-maravilloso/,https://media.pillalas.com/imagenes/726afb526abffa83b0591e6dfed427f80a0078a6b660548f2c35073bdf7fe24358e8641b.jpg,,,,,
UN TALENTO ÚNICO,Daniel Roher,107,08,19:50,2026-06-25,Renoir Princesa,https://www.pillalas.com/pase/1075032/,https://www.cinesrenoir.com/pelicula/un-talento-unico/,https://media.pillalas.com/imagenes/726afb526abffa8328ed8d44e9f29b219dc5c0acbef948ae809535159b834c8652582f9e.jpg,,,,,
AMARGA NAVIDAD,Pedro Almodóvar,111,01,15:50,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1075957/,https://www.cinesrenoir.com/pelicula/amarga-navidad/,https://media.pillalas.com/imagenes/726afb526abffa83b60c45c3634993c0e9bd987d873c6c32a8009c3b4ee414d3a40e41c1.jpg,,,,,
BACKROOMS,Kane Parsons,110,08,16:00,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1076118/,https://www.cinesrenoir.com/pelicula/backrooms/,https://media.pillalas.com/imagenes/726afb526abffa83186becfb5f5e9996a19758e2af6f41d33fc78627a975c1013a9e6c45.jpg,,,,,
BACKROOMS,Kane Parsons,110,02,20:15,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1075981/,https://www.cinesrenoir.com/pelicula/backrooms/,https://media.pillalas.com/imagenes/726afb526abffa83186becfb5f5e9996a19758e2af6f41d33fc78627a975c1013a9e6c45.jpg,,,,,
BACKROOMS,Kane Parsons,110,02,22:20,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1075986/,https://www.cinesrenoir.com/pelicula/backrooms/,https://media.pillalas.com/imagenes/726afb526abffa83186becfb5f5e9996a19758e2af6f41d33fc78627a975c1013a9e6c45.jpg,,,,,
DREAMS,Michel Franco,98,08,18:10,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1076122/,https://www.cinesrenoir.com/pelicula/dreams/,https://media.pillalas.com/imagenes/726afb526abffa83f2fcec14080faa1f92861ad737cbaef71a9e19333a81d741027ad62e.jpg,,,,,
DREAMS,Michel Franco,98,01,20:15,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1075958/,https://www.cinesrenoir.com/pelicula/dreams/,https://media.pillalas.com/imagenes/726afb526abffa83f2fcec14080faa1f92861ad737cbaef71a9e19333a81d741027ad62e.jpg,,,,,
DREAMS,Michel Franco,98,08,22:25,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1076130/,https://www.cinesrenoir.com/pelicula/dreams/,https://media.pillalas.com/imagenes/726afb526abffa83f2fcec14080faa1f92861ad737cbaef71a9e19333a81d741027ad62e.jpg,,,,,
EL DIABLO VISTE DE PRADA 2,David Frankel,120,05,16:00,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1076072/,https://www.cinesrenoir.com/pelicula/el-diablo-viste-de-prada-2/,https://media.pillalas.com/imagenes/726afb526abffa83fece47511eb70b9e1b6e404173ddb3c32d8258561fd54681cee1e0d8.jpg,,,,,
EL DRAMA,Kristoffer Borgli,106,10,15:50,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1076116/,https://www.cinesrenoir.com/pelicula/el-drama/,https://media.pillalas.com/imagenes/726afb526abffa833c26769a2d0f648f239a18f56e93a09c45c7c77c2bf1a8ee48c54930.jpg,,,,,
EL DRAMA,Kristoffer Borgli,106,10,17:55,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1076120/,https://www.cinesrenoir.com/pelicula/el-drama/,https://media.pillalas.com/imagenes/726afb526abffa833c26769a2d0f648f239a18f56e93a09c45c7c77c2bf1a8ee48c54930.jpg,,,,,
EL DRAMA,Kristoffer Borgli,106,10,20:00,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1076124/,https://www.cinesrenoir.com/pelicula/el-drama/,https://media.pillalas.com/imagenes/726afb526abffa833c26769a2d0f648f239a18f56e93a09c45c7c77c2bf1a8ee48c54930.jpg,,,,,
EL DRAMA,Kristoffer Borgli,106,10,22:00,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1076128/,https://www.cinesrenoir.com/pelicula/el-drama/,https://media.pillalas.com/imagenes/726afb526abffa833c26769a2d0f648f239a18f56e93a09c45c7c77c2bf1a8ee48c54930.jpg,,,,,
EL DÍA DE LA REVELACIÓN,Steven Spielberg,145,09,16:10,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1076119/,https://www.cinesrenoir.com/pelicula/el-dia-de-la-revelacion/,https://media.pillalas.com/imagenes/726afb526abffa8309e287b6a9937a9056794979929b0d994d7cb0244506ea87665540d6.jpg,,,,,
EL DÍA DE LA REVELACIÓN,Steven Spielberg,145,09,18:50,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1076123/,https://www.cinesrenoir.com/pelicula/el-dia-de-la-revelacion/,https://media.pillalas.com/imagenes/726afb526abffa8309e287b6a9937a9056794979929b0d994d7cb0244506ea87665540d6.jpg,,,,,
EL DÍA DE LA REVELACIÓN,Steven Spielberg,145,05,20:20,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1076076/,https://www.cinesrenoir.com/pelicula/el-dia-de-la-revelacion/,https://media.pillalas.com/imagenes/726afb526abffa8309e287b6a9937a9056794979929b0d994d7cb0244506ea87665540d6.jpg,,,,,
EL DÍA DE LA REVELACIÓN,Steven Spielberg,145,09,21:40,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1076127/,https://www.cinesrenoir.com/pelicula/el-dia-de-la-revelacion/,https://media.pillalas.com/imagenes/726afb526abffa8309e287b6a9937a9056794979929b0d994d7cb0244506ea87665540d6.jpg,,,,,
LA LUZ,Fernando Franco,120,03,16:00,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1075975/,https://www.cinesrenoir.com/pelicula/la-luz/,https://media.pillalas.com/imagenes/726afb526abffa8317677ca937a736c27e9f6bb2a52b26d33997b3aaabb603e6e12a45f0.jpg,,,,,
LA LUZ,Fernando Franco,120,02,18:00,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1075977/,https://www.cinesrenoir.com/pelicula/la-luz/,https://media.pillalas.com/imagenes/726afb526abffa8317677ca937a736c27e9f6bb2a52b26d33997b3aaabb603e6e12a45f0.jpg,,,,,
LA LUZ,Fernando Franco,120,07,22:00,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1076129/,https://www.cinesrenoir.com/pelicula/la-luz/,https://media.pillalas.com/imagenes/726afb526abffa8317677ca937a736c27e9f6bb2a52b26d33997b3aaabb603e6e12a45f0.jpg,,,,,
LETRAS ROBADAS,John Carney,98,11,15:50,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1076219/,https://www.cinesrenoir.com/pelicula/letras-robadas/,https://media.pillalas.com/imagenes/726afb526abffa83a0d9791d64d1078fecc35b3f6dfaaed9ab05ae74e5aba2420b650147.jpg,,,,,
LETRAS ROBADAS,John Carney,98,06,20:10,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1076075/,https://www.cinesrenoir.com/pelicula/letras-robadas/,https://media.pillalas.com/imagenes/726afb526abffa83a0d9791d64d1078fecc35b3f6dfaaed9ab05ae74e5aba2420b650147.jpg,,,,,
LETRAS ROBADAS,John Carney,98,06,22:10,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1076077/,https://www.cinesrenoir.com/pelicula/letras-robadas/,https://media.pillalas.com/imagenes/726afb526abffa83a0d9791d64d1078fecc35b3f6dfaaed9ab05ae74e5aba2420b650147.jpg,,,,,
LOS ÚLTIMOS DÍAS DE MARIA ANTONIETA,Gianluca Jodice,101,07,16:00,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1076117/,https://www.cinesrenoir.com/pelicula/los-ultimos-dias-de-maria-antonieta/,https://media.pillalas.com/imagenes/726afb526abffa83afd62aedf957bc47764dd9df4798120b6f3983b2c1698fb2d2196fff.jpg,,,,,
LOS ÚLTIMOS DÍAS DE MARIA ANTONIETA,Gianluca Jodice,101,07,18:00,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1076121/,https://www.cinesrenoir.com/pelicula/los-ultimos-dias-de-maria-antonieta/,https://media.pillalas.com/imagenes/726afb526abffa83afd62aedf957bc47764dd9df4798120b6f3983b2c1698fb2d2196fff.jpg,,,,,
LOS ÚLTIMOS DÍAS DE MARIA ANTONIETA,Gianluca Jodice,101,07,20:00,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1076125/,https://www.cinesrenoir.com/pelicula/los-ultimos-dias-de-maria-antonieta/,https://media.pillalas.com/imagenes/726afb526abffa83afd62aedf957bc47764dd9df4798120b6f3983b2c1698fb2d2196fff.jpg,,,,,
MORIR NO SIEMPRE SALE BIEN,Claudia Pinto Emperador,97,06,18:10,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1076073/,https://www.cinesrenoir.com/pelicula/morir-no-siempre-sale-bien/,https://media.pillalas.com/imagenes/726afb526abffa83986c754a9abaa4b59e3f299864e39864a171194882afbcf70e409a28.jpg,,,,,
OBSESSION,Curry Barker,108,06,16:00,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1076071/,https://www.cinesrenoir.com/pelicula/obsession/,https://media.pillalas.com/imagenes/726afb526abffa83ff7ee6f6d82de986b738cc661278e7a30ccd2f1e4538348bdd98f544.jpg,,,,,
OBSESSION,Curry Barker,108,11,17:45,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1076220/,https://www.cinesrenoir.com/pelicula/obsession/,https://media.pillalas.com/imagenes/726afb526abffa83ff7ee6f6d82de986b738cc661278e7a30ccd2f1e4538348bdd98f544.jpg,,,,,
OBSESSION,Curry Barker,108,11,19:50,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1076221/,https://www.cinesrenoir.com/pelicula/obsession/,https://media.pillalas.com/imagenes/726afb526abffa83ff7ee6f6d82de986b738cc661278e7a30ccd2f1e4538348bdd98f544.jpg,,,,,
OBSESSION,Curry Barker,108,11,22:00,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1076222/,https://www.cinesrenoir.com/pelicula/obsession/,https://media.pillalas.com/imagenes/726afb526abffa83ff7ee6f6d82de986b738cc661278e7a30ccd2f1e4538348bdd98f544.jpg,,,,,
PIONERAS. SOLO QUERÍAN JUGAR,Marta Díaz De Lope Díaz,106,05,18:15,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1076074/,https://www.cinesrenoir.com/pelicula/pioneras-solo-querian-jugar/,https://media.pillalas.com/imagenes/726afb526abffa83841aa9dea3bcfbd31547abab2849e44376088aef30139d6a3ea3caa9.jpg,,,,,
PÁLIDA LUZ EN LAS COLINAS,Kei Ishikawa,123,01,17:55,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1075976/,https://www.cinesrenoir.com/pelicula/palida-luz-en-las-colinas/,https://media.pillalas.com/imagenes/726afb526abffa83e4357c50c96a83c50f18819346a98eb6216eec09df73d273ecaa49c3.jpg,,,,,
PÁLIDA LUZ EN LAS COLINAS,Kei Ishikawa,123,08,20:05,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1076126/,https://www.cinesrenoir.com/pelicula/palida-luz-en-las-colinas/,https://media.pillalas.com/imagenes/726afb526abffa83e4357c50c96a83c50f18819346a98eb6216eec09df73d273ecaa49c3.jpg,,,,,
PÁLIDA LUZ EN LAS COLINAS,Kei Ishikawa,123,01,22:10,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1075983/,https://www.cinesrenoir.com/pelicula/palida-luz-en-las-colinas/,https://media.pillalas.com/imagenes/726afb526abffa83e4357c50c96a83c50f18819346a98eb6216eec09df73d273ecaa49c3.jpg,,,,,
SUPERGIRL,Craig Gillespie,108,04,16:00,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1075973/,https://www.cinesrenoir.com/pelicula/supergirl/,https://media.pillalas.com/imagenes/726afb526abffa83ab19c53872ccbcd4477279df0be8ea4311f1bff02899269c5834219f.jpg,,,,,
SUPERGIRL,Craig Gillespie,108,04,18:05,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1075978/,https://www.cinesrenoir.com/pelicula/supergirl/,https://media.pillalas.com/imagenes/726afb526abffa83ab19c53872ccbcd4477279df0be8ea4311f1bff02899269c5834219f.jpg,,,,,
SUPERGIRL,Craig Gillespie,108,04,20:10,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1075980/,https://www.cinesrenoir.com/pelicula/supergirl/,https://media.pillalas.com/imagenes/726afb526abffa83ab19c53872ccbcd4477279df0be8ea4311f1bff02899269c5834219f.jpg,,,,,
SUPERGIRL,Craig Gillespie,108,04,22:15,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1075985/,https://www.cinesrenoir.com/pelicula/supergirl/,https://media.pillalas.com/imagenes/726afb526abffa83ab19c53872ccbcd4477279df0be8ea4311f1bff02899269c5834219f.jpg,,,,,
TOY STORY 5,"Mckenna Harris, Andrew Stanton",101,02,16:00,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1075974/,https://www.cinesrenoir.com/pelicula/toy-story-5/,https://media.pillalas.com/imagenes/726afb526abffa838a456bed6d0f9a7c9af3e476430cb99b9b7924219be4a2e77fa421a0.jpg,,,,,
TOY STORY 5,"Mckenna Harris, Andrew Stanton",101,03,18:15,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1075979/,https://www.cinesrenoir.com/pelicula/toy-story-5/,https://media.pillalas.com/imagenes/726afb526abffa838a456bed6d0f9a7c9af3e476430cb99b9b7924219be4a2e77fa421a0.jpg,,,,,
TOY STORY 5,"Mckenna Harris, Andrew Stanton",101,03,20:15,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1075982/,https://www.cinesrenoir.com/pelicula/toy-story-5/,https://media.pillalas.com/imagenes/726afb526abffa838a456bed6d0f9a7c9af3e476430cb99b9b7924219be4a2e77fa421a0.jpg,,,,,
UN TALENTO ÚNICO,Daniel Roher,107,03,22:15,2026-06-26,Renoir Princesa,https://www.pillalas.com/pase/1075984/,https://www.cinesrenoir.com/pelicula/un-talento-unico/,https://media.pillalas.com/imagenes/726afb526abffa8328ed8d44e9f29b219dc5c0acbef948ae809535159b834c8652582f9e.jpg,,,,,
AMARGA NAVIDAD,Pedro Almodóvar,111,01,15:50,2026-06-27,Renoir Princesa,https://www.pillalas.com/pase/1075959/,https://www.cinesrenoir.com/pelicula/amarga-navidad/,https://media.pillalas.com/imagenes/726afb526abffa83b60c45c3634993c0e9bd987d873c6c32a8009c3b4ee414d3a40e41c1.jpg,,,,,
