Pelicula,Director,Duración,Sala,Horario,Fecha,Cine
MEMORIAS DE UN CARACOL,Adam Elliott,95,10,20:15,2025-02-18,Renoir Princesa
MEMORIAS DE UN CARACOL,Adam Elliott,95,01,22:45,2025-02-18,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,04,16:00,2025-02-19,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,06,18:15,2025-02-19,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,11,20:35,2025-02-19,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,07,22:45,2025-02-19,Renoir Princesa
ANORA,Sean Baker,139,03,20:00,2025-02-19,Renoir Princesa
BABYGIRL,Halina Reijn,114,07,16:00,2025-02-19,Renoir Princesa
BODEGÓN CON FANTASMAS,Enrique Buleo,87,08,20:10,2025-02-19,Renoir Princesa
BRIDGET JONES: LOCA POR ÉL,Michael Morris,130,08,16:00,2025-02-19,Renoir Princesa
BRIDGET JONES: LOCA POR ÉL,Michael Morris,130,07,18:10,2025-02-19,Renoir Princesa
BRIDGET JONES: LOCA POR ÉL,Michael Morris,130,07,20:30,2025-02-19,Renoir Princesa
BRIDGET JONES: LOCA POR ÉL,Michael Morris,130,11,22:20,2025-02-19,Renoir Princesa
CLÁSICOS AL DETALLE – TALLER DE ANÁLISIS FÍLMICO Y METACINE SOBRE EL VERDUGO (1963),Jl & Bea,270,03,10:00,2025-02-19,Renoir Princesa
CÓMO HACERSE MILLONARIO ANTES DE QUE MUERA LA ABUELA,Pat Boonnitipat,126,10,16:00,2025-02-19,Renoir Princesa
CÓMO HACERSE MILLONARIO ANTES DE QUE MUERA LA ABUELA,Pat Boonnitipat,126,01,17:55,2025-02-19,Renoir Princesa
CÓNCLAVE,Edward Berger,120,11,16:00,2025-02-19,Renoir Princesa
CÓNCLAVE,Edward Berger,120,04,17:50,2025-02-19,Renoir Princesa
CÓNCLAVE,Edward Berger,120,04,20:10,2025-02-19,Renoir Princesa
CÓNCLAVE,Edward Berger,120,04,22:25,2025-02-19,Renoir Princesa
EMILIA PÉREZ,Jacques Audiard,132,01,20:15,2025-02-19,Renoir Princesa
FIN DE FIESTA,Elena Manrique,101,02,16:00,2025-02-19,Renoir Princesa
LA ACOMPAÑANTE,Drew Hancock,96,03,18:10,2025-02-19,Renoir Princesa
LA RED FANTASMA,Jonathan Millet,107,03,22:40,2025-02-19,Renoir Princesa
LA TUTORÍA,Halfdan Ullmann Tøndel,117,03,16:00,2025-02-19,Renoir Princesa
LA TUTORÍA,Halfdan Ullmann Tøndel,117,02,18:00,2025-02-19,Renoir Princesa
LA TUTORÍA,Halfdan Ullmann Tøndel,117,02,20:15,2025-02-19,Renoir Princesa
LA TUTORÍA,Halfdan Ullmann Tøndel,117,02,22:30,2025-02-19,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,06,16:00,2025-02-19,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,11,18:15,2025-02-19,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,06,20:00,2025-02-19,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,06,22:20,2025-02-19,Renoir Princesa
MEMORIAS DE UN CARACOL,Adam Elliott,95,10,20:15,2025-02-19,Renoir Princesa
MEMORIAS DE UN CARACOL,Adam Elliott,95,01,22:45,2025-02-19,Renoir Princesa
MIOCARDIO,José Manuel Carrasco,77,08,18:20,2025-02-19,Renoir Princesa
NOSFERATU,Robert Eggers,132,08,22:10,2025-02-19,Renoir Princesa
SEPTIEMBRE 5,Tim Fehlbaum,94,01,16:00,2025-02-19,Renoir Princesa
SEPTIEMBRE 5,Tim Fehlbaum,94,10,18:20,2025-02-19,Renoir Princesa
SEPTIEMBRE 5,Tim Fehlbaum,94,10,22:10,2025-02-19,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,09,16:00,2025-02-19,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,05,17:00,2025-02-19,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,09,19:50,2025-02-19,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,05,20:50,2025-02-19,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,04,16:00,2025-02-20,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,06,18:15,2025-02-20,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,07,22:45,2025-02-20,Renoir Princesa
ANORA,Sean Baker,139,03,20:00,2025-02-20,Renoir Princesa
BABYGIRL,Halina Reijn,114,07,16:00,2025-02-20,Renoir Princesa
BODEGÓN CON FANTASMAS,Enrique Buleo,87,08,20:10,2025-02-20,Renoir Princesa
BRIDGET JONES: LOCA POR ÉL,Michael Morris,130,08,16:00,2025-02-20,Renoir Princesa
BRIDGET JONES: LOCA POR ÉL,Michael Morris,130,07,18:10,2025-02-20,Renoir Princesa
BRIDGET JONES: LOCA POR ÉL,Michael Morris,130,07,20:30,2025-02-20,Renoir Princesa
BRIDGET JONES: LOCA POR ÉL,Michael Morris,130,11,22:20,2025-02-20,Renoir Princesa
CÓMO HACERSE MILLONARIO ANTES DE QUE MUERA LA ABUELA,Pat Boonnitipat,126,10,16:00,2025-02-20,Renoir Princesa
CÓMO HACERSE MILLONARIO ANTES DE QUE MUERA LA ABUELA,Pat Boonnitipat,126,01,17:55,2025-02-20,Renoir Princesa
CÓNCLAVE,Edward Berger,120,11,16:00,2025-02-20,Renoir Princesa
CÓNCLAVE,Edward Berger,120,04,17:50,2025-02-20,Renoir Princesa
CÓNCLAVE,Edward Berger,120,04,20:10,2025-02-20,Renoir Princesa
CÓNCLAVE,Edward Berger,120,04,22:25,2025-02-20,Renoir Princesa
DAVID LYNCH: THE ART LIFE,Rick Barnes,90,11,20:30,2025-02-20,Renoir Princesa
EMILIA PÉREZ,Jacques Audiard,132,01,20:15,2025-02-20,Renoir Princesa
FIN DE FIESTA,Elena Manrique,101,02,16:00,2025-02-20,Renoir Princesa
LA ACOMPAÑANTE,Drew Hancock,96,03,18:10,2025-02-20,Renoir Princesa
LA RED FANTASMA,Jonathan Millet,107,03,22:40,2025-02-20,Renoir Princesa
LA TUTORÍA,Halfdan Ullmann Tøndel,117,03,16:00,2025-02-20,Renoir Princesa
LA TUTORÍA,Halfdan Ullmann Tøndel,117,02,18:00,2025-02-20,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,06,16:00,2025-02-20,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,11,18:15,2025-02-20,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,06,20:00,2025-02-20,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,06,22:20,2025-02-20,Renoir Princesa
MEMORIAS DE UN CARACOL,Adam Elliott,95,10,20:15,2025-02-20,Renoir Princesa
MEMORIAS DE UN CARACOL,Adam Elliott,95,01,22:45,2025-02-20,Renoir Princesa
MIOCARDIO,José Manuel Carrasco,77,08,18:20,2025-02-20,Renoir Princesa
MUCHA MIERDA,Alba Sotorra,82,02,20:15,2025-02-20,Renoir Princesa
NOAH,Louise Andersen,73,09,20:00,2025-02-20,Renoir Princesa
NOSFERATU,Robert Eggers,132,08,22:10,2025-02-20,Renoir Princesa
SEPTIEMBRE 5,Tim Fehlbaum,94,01,16:00,2025-02-20,Renoir Princesa
SEPTIEMBRE 5,Tim Fehlbaum,94,10,18:20,2025-02-20,Renoir Princesa
SEPTIEMBRE 5,Tim Fehlbaum,94,10,22:10,2025-02-20,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,09,16:00,2025-02-20,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,05,17:00,2025-02-20,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,05,20:50,2025-02-20,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,05,16:00,2025-02-21,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,05,22:45,2025-02-21,Renoir Princesa
BODEGÓN CON FANTASMAS,Enrique Buleo,87,01,16:00,2025-02-21,Renoir Princesa
CÓMO HACERSE MILLONARIO ANTES DE QUE MUERA LA ABUELA,Pat Boonnitipat,126,01,17:45,2025-02-21,Renoir Princesa
CÓNCLAVE,Edward Berger,120,02,16:00,2025-02-21,Renoir Princesa
CÓNCLAVE,Edward Berger,120,02,18:15,2025-02-21,Renoir Princesa
CÓNCLAVE,Edward Berger,120,02,20:30,2025-02-21,Renoir Princesa
CÓNCLAVE,Edward Berger,120,02,22:45,2025-02-21,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,03,17:50,2025-02-21,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,03,20:00,2025-02-21,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,03,22:15,2025-02-21,Renoir Princesa
LA TUTORÍA,Halfdan Ullmann Tøndel,117,01,20:10,2025-02-21,Renoir Princesa
LA TUTORÍA,Halfdan Ullmann Tøndel,117,01,22:25,2025-02-21,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,04,17:00,2025-02-21,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,04,20:50,2025-02-21,Renoir Princesa
THE MONKEY,Osgood Perkins,95,03,16:00,2025-02-21,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,05,16:00,2025-02-22,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,06,18:30,2025-02-22,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,06,20:15,2025-02-22,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,05,22:45,2025-02-22,Renoir Princesa
ANORA,Sean Baker,139,08,19:40,2025-02-22,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,06,16:00,2025-02-22,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,05,17:45,2025-02-22,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,05,20:15,2025-02-22,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,06,22:00,2025-02-22,Renoir Princesa
BODEGÓN CON FANTASMAS,Enrique Buleo,87,01,16:00,2025-02-22,Renoir Princesa
BRIDGET JONES: LOCA POR ÉL,Michael Morris,130,07,16:00,2025-02-22,Renoir Princesa
CÓMO HACERSE MILLONARIO ANTES DE QUE MUERA LA ABUELA,Pat Boonnitipat,126,01,17:45,2025-02-22,Renoir Princesa
CÓNCLAVE,Edward Berger,120,02,16:00,2025-02-22,Renoir Princesa
CÓNCLAVE,Edward Berger,120,02,18:15,2025-02-22,Renoir Princesa
CÓNCLAVE,Edward Berger,120,02,20:30,2025-02-22,Renoir Princesa
CÓNCLAVE,Edward Berger,120,02,22:45,2025-02-22,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,03,17:50,2025-02-22,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,03,20:00,2025-02-22,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,03,22:15,2025-02-22,Renoir Princesa
EMILIA PÉREZ,Jacques Audiard,132,08,22:15,2025-02-22,Renoir Princesa
LA TUTORÍA,Halfdan Ullmann Tøndel,117,01,20:10,2025-02-22,Renoir Princesa
LA TUTORÍA,Halfdan Ullmann Tøndel,117,01,22:25,2025-02-22,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,07,18:15,2025-02-22,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,07,20:30,2025-02-22,Renoir Princesa
MEMORIAS DE UN CARACOL,Adam Elliott,95,08,17:50,2025-02-22,Renoir Princesa
SEPTIEMBRE 5,Tim Fehlbaum,94,08,16:00,2025-02-22,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,04,17:00,2025-02-22,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,04,20:50,2025-02-22,Renoir Princesa
THE MONKEY,Osgood Perkins,95,03,16:00,2025-02-22,Renoir Princesa
THE MONKEY,Osgood Perkins,95,07,22:45,2025-02-22,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,05,16:00,2025-02-23,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,05,22:45,2025-02-23,Renoir Princesa
BODEGÓN CON FANTASMAS,Enrique Buleo,87,01,16:00,2025-02-23,Renoir Princesa
CÓMO HACERSE MILLONARIO ANTES DE QUE MUERA LA ABUELA,Pat Boonnitipat,126,01,17:45,2025-02-23,Renoir Princesa
CÓNCLAVE,Edward Berger,120,02,16:00,2025-02-23,Renoir Princesa
CÓNCLAVE,Edward Berger,120,02,18:15,2025-02-23,Renoir Princesa
CÓNCLAVE,Edward Berger,120,02,20:30,2025-02-23,Renoir Princesa
CÓNCLAVE,Edward Berger,120,02,22:45,2025-02-23,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,03,17:50,2025-02-23,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,03,20:00,2025-02-23,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,03,22:15,2025-02-23,Renoir Princesa
LA TUTORÍA,Halfdan Ullmann Tøndel,117,01,20:10,2025-02-23,Renoir Princesa
LA TUTORÍA,Halfdan Ullmann Tøndel,117,01,22:25,2025-02-23,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,04,17:00,2025-02-23,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,04,20:50,2025-02-23,Renoir Princesa
THE MONKEY,Osgood Perkins,95,03,16:00,2025-02-23,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,05,16:00,2025-02-24,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,06,18:30,2025-02-24,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,06,20:15,2025-02-24,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,05,22:45,2025-02-24,Renoir Princesa
ANORA,Sean Baker,139,08,19:40,2025-02-24,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,06,16:00,2025-02-24,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,05,17:45,2025-02-24,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,05,20:15,2025-02-24,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,06,22:00,2025-02-24,Renoir Princesa
BODEGÓN CON FANTASMAS,Enrique Buleo,87,01,16:00,2025-02-24,Renoir Princesa
BRIDGET JONES: LOCA POR ÉL,Michael Morris,130,07,16:00,2025-02-24,Renoir Princesa
CÓMO HACERSE MILLONARIO ANTES DE QUE MUERA LA ABUELA,Pat Boonnitipat,126,01,17:45,2025-02-24,Renoir Princesa
CÓNCLAVE,Edward Berger,120,02,16:00,2025-02-24,Renoir Princesa
CÓNCLAVE,Edward Berger,120,02,18:15,2025-02-24,Renoir Princesa
CÓNCLAVE,Edward Berger,120,02,20:30,2025-02-24,Renoir Princesa
CÓNCLAVE,Edward Berger,120,02,22:45,2025-02-24,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,03,17:50,2025-02-24,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,03,20:00,2025-02-24,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,03,22:15,2025-02-24,Renoir Princesa
EMILIA PÉREZ,Jacques Audiard,132,08,22:15,2025-02-24,Renoir Princesa
LA TUTORÍA,Halfdan Ullmann Tøndel,117,01,20:10,2025-02-24,Renoir Princesa
LA TUTORÍA,Halfdan Ullmann Tøndel,117,01,22:25,2025-02-24,Renoir Princesa
LEE MILLER [PROYECTO VIRIDIANA],Ellen Kuras,116,04,19:30,2025-02-24,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,07,18:15,2025-02-24,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,07,20:30,2025-02-24,Renoir Princesa
MEMORIAS DE UN CARACOL,Adam Elliott,95,08,17:50,2025-02-24,Renoir Princesa
SEPTIEMBRE 5,Tim Fehlbaum,94,08,16:00,2025-02-24,Renoir Princesa
THE MONKEY,Osgood Perkins,95,03,16:00,2025-02-24,Renoir Princesa
THE MONKEY,Osgood Perkins,95,07,22:45,2025-02-24,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,05,16:00,2025-02-25,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,06,18:30,2025-02-25,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,06,20:15,2025-02-25,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,05,22:45,2025-02-25,Renoir Princesa
ANORA,Sean Baker,139,08,19:40,2025-02-25,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,06,16:00,2025-02-25,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,05,17:45,2025-02-25,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,05,20:15,2025-02-25,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,06,22:00,2025-02-25,Renoir Princesa
BODEGÓN CON FANTASMAS,Enrique Buleo,87,01,16:00,2025-02-25,Renoir Princesa
BRIDGET JONES: LOCA POR ÉL,Michael Morris,130,07,16:00,2025-02-25,Renoir Princesa
CÓMO HACERSE MILLONARIO ANTES DE QUE MUERA LA ABUELA,Pat Boonnitipat,126,01,17:45,2025-02-25,Renoir Princesa
CÓNCLAVE,Edward Berger,120,02,16:00,2025-02-25,Renoir Princesa
CÓNCLAVE,Edward Berger,120,02,18:15,2025-02-25,Renoir Princesa
CÓNCLAVE,Edward Berger,120,02,20:30,2025-02-25,Renoir Princesa
CÓNCLAVE,Edward Berger,120,02,22:45,2025-02-25,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,03,17:50,2025-02-25,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,03,20:00,2025-02-25,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,03,22:15,2025-02-25,Renoir Princesa
EMILIA PÉREZ,Jacques Audiard,132,08,22:15,2025-02-25,Renoir Princesa
LA TUTORÍA,Halfdan Ullmann Tøndel,117,01,20:10,2025-02-25,Renoir Princesa
LA TUTORÍA,Halfdan Ullmann Tøndel,117,01,22:25,2025-02-25,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,07,18:15,2025-02-25,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,07,20:30,2025-02-25,Renoir Princesa
MEMORIAS DE UN CARACOL,Adam Elliott,95,08,17:50,2025-02-25,Renoir Princesa
SEPTIEMBRE 5,Tim Fehlbaum,94,08,16:00,2025-02-25,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,04,17:00,2025-02-25,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,04,20:50,2025-02-25,Renoir Princesa
THE MONKEY,Osgood Perkins,95,03,16:00,2025-02-25,Renoir Princesa
THE MONKEY,Osgood Perkins,95,07,22:45,2025-02-25,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,05,16:00,2025-02-26,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,06,18:30,2025-02-26,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,06,20:15,2025-02-26,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,05,22:45,2025-02-26,Renoir Princesa
ANORA,Sean Baker,139,08,19:40,2025-02-26,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,06,16:00,2025-02-26,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,05,17:45,2025-02-26,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,05,20:15,2025-02-26,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,06,22:00,2025-02-26,Renoir Princesa
BODEGÓN CON FANTASMAS,Enrique Buleo,87,01,16:00,2025-02-26,Renoir Princesa
BRIDGET JONES: LOCA POR ÉL,Michael Morris,130,07,16:00,2025-02-26,Renoir Princesa
CÓMO HACERSE MILLONARIO ANTES DE QUE MUERA LA ABUELA,Pat Boonnitipat,126,01,17:45,2025-02-26,Renoir Princesa
CÓNCLAVE,Edward Berger,120,02,16:00,2025-02-26,Renoir Princesa
CÓNCLAVE,Edward Berger,120,02,18:15,2025-02-26,Renoir Princesa
CÓNCLAVE,Edward Berger,120,02,20:30,2025-02-26,Renoir Princesa
CÓNCLAVE,Edward Berger,120,02,22:45,2025-02-26,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,03,17:50,2025-02-26,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,03,20:00,2025-02-26,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,03,22:15,2025-02-26,Renoir Princesa
EMILIA PÉREZ,Jacques Audiard,132,08,22:15,2025-02-26,Renoir Princesa
LA TUTORÍA,Halfdan Ullmann Tøndel,117,01,20:10,2025-02-26,Renoir Princesa
LA TUTORÍA,Halfdan Ullmann Tøndel,117,01,22:25,2025-02-26,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,07,18:15,2025-02-26,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,07,20:30,2025-02-26,Renoir Princesa
MEMORIAS DE UN CARACOL,Adam Elliott,95,08,17:50,2025-02-26,Renoir Princesa
SEPTIEMBRE 5,Tim Fehlbaum,94,08,16:00,2025-02-26,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,04,17:00,2025-02-26,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,04,20:50,2025-02-26,Renoir Princesa
THE MONKEY,Osgood Perkins,95,03,16:00,2025-02-26,Renoir Princesa
THE MONKEY,Osgood Perkins,95,07,22:45,2025-02-26,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,05,16:00,2025-02-27,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,06,18:30,2025-02-27,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,06,20:15,2025-02-27,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,05,22:45,2025-02-27,Renoir Princesa
ANORA,Sean Baker,139,08,19:40,2025-02-27,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,06,16:00,2025-02-27,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,05,17:45,2025-02-27,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,05,20:15,2025-02-27,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,06,22:00,2025-02-27,Renoir Princesa
BODEGÓN CON FANTASMAS,Enrique Buleo,87,01,16:00,2025-02-27,Renoir Princesa
BRIDGET JONES: LOCA POR ÉL,Michael Morris,130,07,16:00,2025-02-27,Renoir Princesa
CÓMO HACERSE MILLONARIO ANTES DE QUE MUERA LA ABUELA,Pat Boonnitipat,126,01,17:45,2025-02-27,Renoir Princesa
CÓNCLAVE,Edward Berger,120,02,16:00,2025-02-27,Renoir Princesa
CÓNCLAVE,Edward Berger,120,02,18:15,2025-02-27,Renoir Princesa
CÓNCLAVE,Edward Berger,120,02,20:30,2025-02-27,Renoir Princesa
CÓNCLAVE,Edward Berger,120,02,22:45,2025-02-27,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,03,17:50,2025-02-27,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,03,20:00,2025-02-27,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,03,22:15,2025-02-27,Renoir Princesa
EMILIA PÉREZ,Jacques Audiard,132,08,22:15,2025-02-27,Renoir Princesa
LA MARSELLESA DE LOS BORRACHOS,Pablo Gil Rituerto,96,07,20:30,2025-02-27,Renoir Princesa
LA TUTORÍA,Halfdan Ullmann Tøndel,117,01,20:10,2025-02-27,Renoir Princesa
LA TUTORÍA,Halfdan Ullmann Tøndel,117,01,22:25,2025-02-27,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,07,18:15,2025-02-27,Renoir Princesa
MEMORIAS DE UN CARACOL,Adam Elliott,95,08,17:50,2025-02-27,Renoir Princesa
SEPTIEMBRE 5,Tim Fehlbaum,94,08,16:00,2025-02-27,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,04,17:00,2025-02-27,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,04,20:50,2025-02-27,Renoir Princesa
THE MONKEY,Osgood Perkins,95,03,16:00,2025-02-27,Renoir Princesa
THE MONKEY,Osgood Perkins,95,07,22:45,2025-02-27,Renoir Princesa
EL 47,Marcel Barrena,110,02,16:00,2025-02-18,Renoir Plaza de España
EL 47,Marcel Barrena,110,01,18:15,2025-02-18,Renoir Plaza de España
EL 47,Marcel Barrena,110,01,22:45,2025-02-18,Renoir Plaza de España
"FLOW, UN MUNDO QUE SALVAR","Gints Zilbalodis, Gints Zilbalodis",85,04,16:00,2025-02-18,Renoir Plaza de España
"FLOW, UN MUNDO QUE SALVAR","Gints Zilbalodis, Gints Zilbalodis",85,02,18:10,2025-02-18,Renoir Plaza de España
"FLOW, UN MUNDO QUE SALVAR","Gints Zilbalodis, Gints Zilbalodis",85,04,20:30,2025-02-18,Renoir Plaza de España
LA INFILTRADA,Arantxa Echevarría,118,01,16:00,2025-02-18,Renoir Plaza de España
LA INFILTRADA,Arantxa Echevarría,118,01,20:30,2025-02-18,Renoir Plaza de España
LA INFILTRADA,Arantxa Echevarría,118,02,22:40,2025-02-18,Renoir Plaza de España
LA LUZ QUE IMAGINAMOS,Payal Kapadia,117,05,16:00,2025-02-18,Renoir Plaza de España
LA SEMILLA DE LA HIGUERA SAGRADA,Mohammad Rasoulof,166,05,18:15,2025-02-18,Renoir Plaza de España
LA SEMILLA DE LA HIGUERA SAGRADA,Mohammad Rasoulof,166,05,21:20,2025-02-18,Renoir Plaza de España
PARTHENOPE,Paolo Sorrentino,137,04,17:50,2025-02-18,Renoir Plaza de España
