Pelicula,Director,Duración,Sala,Horario,Fecha,Cine
A COMPLETE UNKNOWN,James Mangold,141,08,16:00,2025-04-25,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,06,17:50,2025-04-25,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,05,19:50,2025-04-25,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,01,22:00,2025-04-25,Renoir Princesa
AMATEUR,James Hawes,123,01,18:00,2025-04-25,Renoir Princesa
AMATEUR,James Hawes,123,06,22:10,2025-04-25,Renoir Princesa
ANORA,Sean Baker,139,03,20:00,2025-04-25,Renoir Princesa
ANORA,Sean Baker,139,07,22:10,2025-04-25,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,02,17:50,2025-04-25,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,02,20:20,2025-04-25,Renoir Princesa
CONFIDENCIAL (BLACK BAG),Steven Soderbergh,93,06,16:00,2025-04-25,Renoir Princesa
CONFIDENCIAL (BLACK BAG),Steven Soderbergh,93,05,18:00,2025-04-25,Renoir Princesa
CONFIDENCIAL (BLACK BAG),Steven Soderbergh,93,06,20:25,2025-04-25,Renoir Princesa
CONFIDENCIAL (BLACK BAG),Steven Soderbergh,93,05,22:30,2025-04-25,Renoir Princesa
CÓNCLAVE,Edward Berger,120,09,16:00,2025-04-25,Renoir Princesa
CÓNCLAVE,Edward Berger,120,07,17:45,2025-04-25,Renoir Princesa
CÓNCLAVE,Edward Berger,120,07,20:00,2025-04-25,Renoir Princesa
EL CONTABLE 2,Gavin O Connor,124,11,16:00,2025-04-25,Renoir Princesa
EL CONTABLE 2,Gavin O Connor,124,11,19:00,2025-04-25,Renoir Princesa
EL CONTABLE 2,Gavin O Connor,124,11,21:45,2025-04-25,Renoir Princesa
LOS PECADORES,Ryan Coogler,137,10,16:10,2025-04-25,Renoir Princesa
LOS PECADORES,Ryan Coogler,137,10,18:45,2025-04-25,Renoir Princesa
LOS PECADORES,Ryan Coogler,137,10,21:40,2025-04-25,Renoir Princesa
MI VIDA A LO GRANDE,Kristina Dufková,79,07,16:05,2025-04-25,Renoir Princesa
MI VIDA A LO GRANDE,Kristina Dufková,79,08,18:40,2025-04-25,Renoir Princesa
PARENOSTRE,Manuel Huerga,96,02,22:45,2025-04-25,Renoir Princesa
POR TODO LO ALTO,Emmanuel Courcol,103,05,16:00,2025-04-25,Renoir Princesa
POR TODO LO ALTO,Emmanuel Courcol,103,09,18:20,2025-04-25,Renoir Princesa
POR TODO LO ALTO,Emmanuel Courcol,103,09,20:20,2025-04-25,Renoir Princesa
POR TODO LO ALTO,Emmanuel Courcol,103,09,22:20,2025-04-25,Renoir Princesa
PRODIGIOSAS,"Frederic Potier, Valentin Potier",108,01,16:00,2025-04-25,Renoir Princesa
THE END,Joshua Oppenheimer,148,04,16:00,2025-04-25,Renoir Princesa
THE END,Joshua Oppenheimer,148,04,19:00,2025-04-25,Renoir Princesa
THE END,Joshua Oppenheimer,148,04,21:50,2025-04-25,Renoir Princesa
TIERRA DE NADIE,Albert Pintó,101,03,16:00,2025-04-25,Renoir Princesa
TIERRA DE NADIE,Albert Pintó,101,03,18:00,2025-04-25,Renoir Princesa
TODO LO QUE NO SÉ,Ana Lambarri,113,08,20:20,2025-04-25,Renoir Princesa
TODO LO QUE NO SÉ,Ana Lambarri,113,08,22:30,2025-04-25,Renoir Princesa
WARFARE: TIEMPO DE GUERRA,"Alex Garland, Ray Mendoza",95,02,16:00,2025-04-25,Renoir Princesa
WARFARE: TIEMPO DE GUERRA,"Alex Garland, Ray Mendoza",95,01,20:15,2025-04-25,Renoir Princesa
WARFARE: TIEMPO DE GUERRA,"Alex Garland, Ray Mendoza",95,03,22:40,2025-04-25,Renoir Princesa
