Pelicula,Director,Duración,Sala,Horario,Fecha,Cine,Tickets_URL,Film_URL,Poster_URL,Idioma_Original,Calificación,Estreno,Intérpretes,Sinopsis
ALTAS CAPACIDADES,Víctor García León,101,10,16:00,2026-04-05,Renoir Princesa,https://www.pillalas.com/pase/1063215/,https://www.cinesrenoir.com/pelicula/altas-capacidades/,https://media.pillalas.com/imagenes/726afb526abffa83d22d791f6bb1a5c2569f3d5a548c994a3c4d94a4c257992f931f1da5.jpg,Castellano,No recomendada para menores de 16 años,Viernes 27 Marzo 2026,"Marian Álvarez, Israel Elejalde, Juan Diego Botto, Pilar Castro, Natalia Reyes, Fran Cantos, Bea Segura, Elena Sanz, Celine Tyll, Suso Nanclares","Alicia y Gonzalo, una pareja de clase media, se encuentran con la oportunidad de matricular a su hijo Fer en un colegio laico de élite. Para los padres supone asomar la cabeza en la clase alta, nuevas amistades, mayores ingresos, ventajas incontables. Dicen hacerlo por su hijo.   
En esta maravillosa contradicción entre los miedos y los principios morales, las aspiraciones de la pareja se llevarán por delante lo que, hasta entonces, creían incuestionable."
ALTAS CAPACIDADES,Víctor García León,101,06,18:30,2026-04-05,Renoir Princesa,https://www.pillalas.com/pase/1063027/,https://www.cinesrenoir.com/pelicula/altas-capacidades/,https://media.pillalas.com/imagenes/726afb526abffa83d22d791f6bb1a5c2569f3d5a548c994a3c4d94a4c257992f931f1da5.jpg,Castellano,No recomendada para menores de 16 años,Viernes 27 Marzo 2026,"Marian Álvarez, Israel Elejalde, Juan Diego Botto, Pilar Castro, Natalia Reyes, Fran Cantos, Bea Segura, Elena Sanz, Celine Tyll, Suso Nanclares","Alicia y Gonzalo, una pareja de clase media, se encuentran con la oportunidad de matricular a su hijo Fer en un colegio laico de élite. Para los padres supone asomar la cabeza en la clase alta, nuevas amistades, mayores ingresos, ventajas incontables. Dicen hacerlo por su hijo.   
En esta maravillosa contradicción entre los miedos y los principios morales, las aspiraciones de la pareja se llevarán por delante lo que, hasta entonces, creían incuestionable."
ALTAS CAPACIDADES,Víctor García León,101,06,20:25,2026-04-05,Renoir Princesa,https://www.pillalas.com/pase/1063031/,https://www.cinesrenoir.com/pelicula/altas-capacidades/,https://media.pillalas.com/imagenes/726afb526abffa83d22d791f6bb1a5c2569f3d5a548c994a3c4d94a4c257992f931f1da5.jpg,Castellano,No recomendada para menores de 16 años,Viernes 27 Marzo 2026,"Marian Álvarez, Israel Elejalde, Juan Diego Botto, Pilar Castro, Natalia Reyes, Fran Cantos, Bea Segura, Elena Sanz, Celine Tyll, Suso Nanclares","Alicia y Gonzalo, una pareja de clase media, se encuentran con la oportunidad de matricular a su hijo Fer en un colegio laico de élite. Para los padres supone asomar la cabeza en la clase alta, nuevas amistades, mayores ingresos, ventajas incontables. Dicen hacerlo por su hijo.   
En esta maravillosa contradicción entre los miedos y los principios morales, las aspiraciones de la pareja se llevarán por delante lo que, hasta entonces, creían incuestionable."
ALTAS CAPACIDADES,Víctor García León,101,08,22:45,2026-04-05,Renoir Princesa,https://www.pillalas.com/pase/1063149/,https://www.cinesrenoir.com/pelicula/altas-capacidades/,https://media.pillalas.com/imagenes/726afb526abffa83d22d791f6bb1a5c2569f3d5a548c994a3c4d94a4c257992f931f1da5.jpg,Castellano,No recomendada para menores de 16 años,Viernes 27 Marzo 2026,"Marian Álvarez, Israel Elejalde, Juan Diego Botto, Pilar Castro, Natalia Reyes, Fran Cantos, Bea Segura, Elena Sanz, Celine Tyll, Suso Nanclares","Alicia y Gonzalo, una pareja de clase media, se encuentran con la oportunidad de matricular a su hijo Fer en un colegio laico de élite. Para los padres supone asomar la cabeza en la clase alta, nuevas amistades, mayores ingresos, ventajas incontables. Dicen hacerlo por su hijo.   
En esta maravillosa contradicción entre los miedos y los principios morales, las aspiraciones de la pareja se llevarán por delante lo que, hasta entonces, creían incuestionable."
AMARGA NAVIDAD,Pedro Almodóvar,111,05,16:00,2026-04-05,Renoir Princesa,https://www.pillalas.com/pase/1063022/,https://www.cinesrenoir.com/pelicula/amarga-navidad/,https://media.pillalas.com/imagenes/726afb526abffa83b60c45c3634993c0e9bd987d873c6c32a8009c3b4ee414d3a40e41c1.jpg,Castellano,No recomendada para menores de 12 años,Viernes 20 Marzo 2026,"Bárbara Lennie, Leonardo Sbaraglia, Aitana Sánchez-Gijón, Victoria Luengo, Patrick Criado, Milena Smit, Quim Gutiérrez, Rossy De Palma, Carmen Machi, Gloria Muñoz","Elsa es una directora de publicidad cuya madre muere durante un largo puente del mes de diciembre. Encuentra refugio en el trabajo, aunque es más bien una huida hacia adelante. Trabaja sin parar y, sin darse cuenta, no se concede el tiempo necesario para guardar el duelo por la ausencia materna. Hasta que una crisis de pánico la obliga a detenerse e imponerse un descanso. Su pareja, Bonifacio, es su tabla de salvación en esos momentos de crisis. Elsa decide viajar a la isla de Lanzarote acompañada por su amiga Patricia, que también necesita alejarse de Madrid, mientras que Bonifacio se queda en la ciudad.
La historia de estos tres personajes, y algunos más, se narran paralelamente a la del guionista y director de cine Raúl Durán, entremezclando ficción y realidad. Porque ‘Amarga Navidad’ desarrolla cómo la vida y la ficción están unidas de un modo indisoluble, incluso doloroso en ocasiones."
AMARGA NAVIDAD,Pedro Almodóvar,111,05,18:10,2026-04-05,Renoir Princesa,https://www.pillalas.com/pase/1063026/,https://www.cinesrenoir.com/pelicula/amarga-navidad/,https://media.pillalas.com/imagenes/726afb526abffa83b60c45c3634993c0e9bd987d873c6c32a8009c3b4ee414d3a40e41c1.jpg,Castellano,No recomendada para menores de 12 años,Viernes 20 Marzo 2026,"Bárbara Lennie, Leonardo Sbaraglia, Aitana Sánchez-Gijón, Victoria Luengo, Patrick Criado, Milena Smit, Quim Gutiérrez, Rossy De Palma, Carmen Machi, Gloria Muñoz","Elsa es una directora de publicidad cuya madre muere durante un largo puente del mes de diciembre. Encuentra refugio en el trabajo, aunque es más bien una huida hacia adelante. Trabaja sin parar y, sin darse cuenta, no se concede el tiempo necesario para guardar el duelo por la ausencia materna. Hasta que una crisis de pánico la obliga a detenerse e imponerse un descanso. Su pareja, Bonifacio, es su tabla de salvación en esos momentos de crisis. Elsa decide viajar a la isla de Lanzarote acompañada por su amiga Patricia, que también necesita alejarse de Madrid, mientras que Bonifacio se queda en la ciudad.
La historia de estos tres personajes, y algunos más, se narran paralelamente a la del guionista y director de cine Raúl Durán, entremezclando ficción y realidad. Porque ‘Amarga Navidad’ desarrolla cómo la vida y la ficción están unidas de un modo indisoluble, incluso doloroso en ocasiones."
AMARGA NAVIDAD,Pedro Almodóvar,111,05,20:20,2026-04-05,Renoir Princesa,https://www.pillalas.com/pase/1063030/,https://www.cinesrenoir.com/pelicula/amarga-navidad/,https://media.pillalas.com/imagenes/726afb526abffa83b60c45c3634993c0e9bd987d873c6c32a8009c3b4ee414d3a40e41c1.jpg,Castellano,No recomendada para menores de 12 años,Viernes 20 Marzo 2026,"Bárbara Lennie, Leonardo Sbaraglia, Aitana Sánchez-Gijón, Victoria Luengo, Patrick Criado, Milena Smit, Quim Gutiérrez, Rossy De Palma, Carmen Machi, Gloria Muñoz","Elsa es una directora de publicidad cuya madre muere durante un largo puente del mes de diciembre. Encuentra refugio en el trabajo, aunque es más bien una huida hacia adelante. Trabaja sin parar y, sin darse cuenta, no se concede el tiempo necesario para guardar el duelo por la ausencia materna. Hasta que una crisis de pánico la obliga a detenerse e imponerse un descanso. Su pareja, Bonifacio, es su tabla de salvación en esos momentos de crisis. Elsa decide viajar a la isla de Lanzarote acompañada por su amiga Patricia, que también necesita alejarse de Madrid, mientras que Bonifacio se queda en la ciudad.
La historia de estos tres personajes, y algunos más, se narran paralelamente a la del guionista y director de cine Raúl Durán, entremezclando ficción y realidad. Porque ‘Amarga Navidad’ desarrolla cómo la vida y la ficción están unidas de un modo indisoluble, incluso doloroso en ocasiones."
AMARGA NAVIDAD,Pedro Almodóvar,111,05,22:30,2026-04-05,Renoir Princesa,https://www.pillalas.com/pase/1063034/,https://www.cinesrenoir.com/pelicula/amarga-navidad/,https://media.pillalas.com/imagenes/726afb526abffa83b60c45c3634993c0e9bd987d873c6c32a8009c3b4ee414d3a40e41c1.jpg,Castellano,No recomendada para menores de 12 años,Viernes 20 Marzo 2026,"Bárbara Lennie, Leonardo Sbaraglia, Aitana Sánchez-Gijón, Victoria Luengo, Patrick Criado, Milena Smit, Quim Gutiérrez, Rossy De Palma, Carmen Machi, Gloria Muñoz","Elsa es una directora de publicidad cuya madre muere durante un largo puente del mes de diciembre. Encuentra refugio en el trabajo, aunque es más bien una huida hacia adelante. Trabaja sin parar y, sin darse cuenta, no se concede el tiempo necesario para guardar el duelo por la ausencia materna. Hasta que una crisis de pánico la obliga a detenerse e imponerse un descanso. Su pareja, Bonifacio, es su tabla de salvación en esos momentos de crisis. Elsa decide viajar a la isla de Lanzarote acompañada por su amiga Patricia, que también necesita alejarse de Madrid, mientras que Bonifacio se queda en la ciudad.
La historia de estos tres personajes, y algunos más, se narran paralelamente a la del guionista y director de cine Raúl Durán, entremezclando ficción y realidad. Porque ‘Amarga Navidad’ desarrolla cómo la vida y la ficción están unidas de un modo indisoluble, incluso doloroso en ocasiones."
DOS FISCALES,Sergei Loznitsa,118,03,18:00,2026-04-05,Renoir Princesa,https://www.pillalas.com/pase/1063025/,https://www.cinesrenoir.com/pelicula/dos-fiscales/,https://media.pillalas.com/imagenes/726afb526abffa830c3c423779c946ba39f1040130fd9fcd8d9eaeea39e4fd89a12b03d5.jpg,Ruso Y Ucraniano,No recomendada para menores de 12 años,Viernes 27 Marzo 2026,"Alexander Kuznetsov, Anatoliy Beliy, Aleksandr Filippenko, Vytautas Kaniusonis, Andris Keiss, Valentin Novopolskij, Orest Pasko, Lukas Petrauskas, Sergey Podymin, Ivgeny Terletsky","Unión Soviética, 1937. Miles de cartas de detenidos acusados falsamente por el régimen son quemadas en una celda de la prisión. Contra todo pronóstico, una de ellas llega a su destino, el escritorio del recién nombrado fiscal local, Alexander Kornyev. Kornyev hace todo lo posible por reunirse con el prisionero, víctima de los agentes de la policía secreta, la NKVD. El joven fiscal, un bolchevique íntegro y dedicado, sospecha que se trata de un juego sucio. Su búsqueda de justicia lo llevará hasta la oficina del Fiscal General en Moscú. En la época de las grandes purgas estalinistas, un hombre se sumerge en los pasillos de un régimen que no quiere ser llamado totalitario."
DOS FISCALES,Sergei Loznitsa,118,03,22:25,2026-04-05,Renoir Princesa,https://www.pillalas.com/pase/1063032/,https://www.cinesrenoir.com/pelicula/dos-fiscales/,https://media.pillalas.com/imagenes/726afb526abffa830c3c423779c946ba39f1040130fd9fcd8d9eaeea39e4fd89a12b03d5.jpg,Ruso Y Ucraniano,No recomendada para menores de 12 años,Viernes 27 Marzo 2026,"Alexander Kuznetsov, Anatoliy Beliy, Aleksandr Filippenko, Vytautas Kaniusonis, Andris Keiss, Valentin Novopolskij, Orest Pasko, Lukas Petrauskas, Sergey Podymin, Ivgeny Terletsky","Unión Soviética, 1937. Miles de cartas de detenidos acusados falsamente por el régimen son quemadas en una celda de la prisión. Contra todo pronóstico, una de ellas llega a su destino, el escritorio del recién nombrado fiscal local, Alexander Kornyev. Kornyev hace todo lo posible por reunirse con el prisionero, víctima de los agentes de la policía secreta, la NKVD. El joven fiscal, un bolchevique íntegro y dedicado, sospecha que se trata de un juego sucio. Su búsqueda de justicia lo llevará hasta la oficina del Fiscal General en Moscú. En la época de las grandes purgas estalinistas, un hombre se sumerge en los pasillos de un régimen que no quiere ser llamado totalitario."
EL AGENTE SECRETO,Kleber Mendonça Filho,160,01,18:00,2026-04-05,Renoir Princesa,https://www.pillalas.com/pase/1062923/,https://www.cinesrenoir.com/pelicula/el-agente-secreto/,https://media.pillalas.com/imagenes/726afb526abffa83bdba0b90e98cf11293bcd8b9c8be1af817aa6c045cd8f479730f7511.jpg,Portugués,No recomendada para menores de 16 años,Viernes 20 Febrero 2026,"Wagner Moura, Gabriel Leone, Udo Kier, Maria Fernanda Cândido","1977. En un Brasil atormentado por la dictadura militar, Marcelo, un cuarentón que huye de un pasado turbulento, llega a la ciudad de Recife, donde espera construir una nueva vida y reencontrarse con su hijo. Todo se complica cuando descubre que las fuerzas gubernamentales le persiguen y las amenazas de muerte se ciernen sobre su cabeza."
EL AGENTE SECRETO,Kleber Mendonça Filho,160,01,21:30,2026-04-05,Renoir Princesa,https://www.pillalas.com/pase/1062926/,https://www.cinesrenoir.com/pelicula/el-agente-secreto/,https://media.pillalas.com/imagenes/726afb526abffa83bdba0b90e98cf11293bcd8b9c8be1af817aa6c045cd8f479730f7511.jpg,Portugués,No recomendada para menores de 16 años,Viernes 20 Febrero 2026,"Wagner Moura, Gabriel Leone, Udo Kier, Maria Fernanda Cândido","1977. En un Brasil atormentado por la dictadura militar, Marcelo, un cuarentón que huye de un pasado turbulento, llega a la ciudad de Recife, donde espera construir una nueva vida y reencontrarse con su hijo. Todo se complica cuando descubre que las fuerzas gubernamentales le persiguen y las amenazas de muerte se ciernen sobre su cabeza."
HAMNET,Chloé Zhao,125,02,16:00,2026-04-05,Renoir Princesa,https://www.pillalas.com/pase/1062922/,https://www.cinesrenoir.com/pelicula/hamnet/,https://www.cinesrenoir.com/media/Peliculas/Cartel/HAMNET_Cartel_Digital_8Nominaciones_Oscar_YaEnCines_v2_2.jpg,Inglés,No recomendada para menores de 12 años,Viernes 23 Enero 2026,"Jessie Buckley, Paul Mescal, Joe Alwyn, Emily Watson","Año 1596, Stratford-upon-Avon, Inglaterra. La vida de Agnes transcurre plácidamente junto a su marido y sus tres hijos. Ella cultiva plantas medicinales mientras William trabaja en Londres. El destino, sin embargo, les reservará un duro golpe cuando su hijo Hamnet, de once años, muera repentinamente tras contraer la peste. A raíz de esta tragedia, su padre creará uno de los grandes personajes de la literatura universal, de nombre casi idéntico al de su hijo.


Pero esta película no habla de famosos sucesos sino de algo íntimo y olvidado: La vida de esta familia, y especialmente la de la mujer que la sostenía y que tuvo que cargar con una insoportable pérdida."
HAMNET,Chloé Zhao,125,07,17:50,2026-04-05,Renoir Princesa,https://www.pillalas.com/pase/1063143/,https://www.cinesrenoir.com/pelicula/hamnet/,https://www.cinesrenoir.com/media/Peliculas/Cartel/HAMNET_Cartel_Digital_8Nominaciones_Oscar_YaEnCines_v2_2.jpg,Inglés,No recomendada para menores de 12 años,Viernes 23 Enero 2026,"Jessie Buckley, Paul Mescal, Joe Alwyn, Emily Watson","Año 1596, Stratford-upon-Avon, Inglaterra. La vida de Agnes transcurre plácidamente junto a su marido y sus tres hijos. Ella cultiva plantas medicinales mientras William trabaja en Londres. El destino, sin embargo, les reservará un duro golpe cuando su hijo Hamnet, de once años, muera repentinamente tras contraer la peste. A raíz de esta tragedia, su padre creará uno de los grandes personajes de la literatura universal, de nombre casi idéntico al de su hijo.


Pero esta película no habla de famosos sucesos sino de algo íntimo y olvidado: La vida de esta familia, y especialmente la de la mujer que la sostenía y que tuvo que cargar con una insoportable pérdida."
HAMNET,Chloé Zhao,125,07,20:10,2026-04-05,Renoir Princesa,https://www.pillalas.com/pase/1063146/,https://www.cinesrenoir.com/pelicula/hamnet/,https://www.cinesrenoir.com/media/Peliculas/Cartel/HAMNET_Cartel_Digital_8Nominaciones_Oscar_YaEnCines_v2_2.jpg,Inglés,No recomendada para menores de 12 años,Viernes 23 Enero 2026,"Jessie Buckley, Paul Mescal, Joe Alwyn, Emily Watson","Año 1596, Stratford-upon-Avon, Inglaterra. La vida de Agnes transcurre plácidamente junto a su marido y sus tres hijos. Ella cultiva plantas medicinales mientras William trabaja en Londres. El destino, sin embargo, les reservará un duro golpe cuando su hijo Hamnet, de once años, muera repentinamente tras contraer la peste. A raíz de esta tragedia, su padre creará uno de los grandes personajes de la literatura universal, de nombre casi idéntico al de su hijo.


Pero esta película no habla de famosos sucesos sino de algo íntimo y olvidado: La vida de esta familia, y especialmente la de la mujer que la sostenía y que tuvo que cargar con una insoportable pérdida."
