Pelicula,Director,Duración,Sala,Horario,Fecha,Cine
La historia de Souleymane (VOSE),,92,02,22:30,2025-05-11,Golem Madrid
La isla de los faisanes (VOSE),,99,03,16:10,2025-05-11,Golem Madrid
Sorda,,99,05,18:15,2025-05-11,Golem Madrid
La viajera (VOSE),,90,05,16:15,2025-05-11,Golem Madrid
La historia de Souleymane (VOSE),,92,02,16:10,2025-05-11,Golem Madrid
Muy lejos,,100,04,22:15,2025-05-11,Golem Madrid
Muy lejos,,100,04,20:15,2025-05-11,Golem Madrid
La isla de los faisanes (VOSE),,99,03,22:15,2025-05-11,Golem Madrid
Nuestra querida profesora (VOSE),,118,01,16:30,2025-05-11,Golem Madrid
La viajera (VOSE),,90,05,20:15,2025-05-11,Golem Madrid
Muy lejos,,100,04,18:15,2025-05-11,Golem Madrid
Sorda,,99,04,16:15,2025-05-11,Golem Madrid
La viajera (VOSE),,90,05,22:15,2025-05-11,Golem Madrid
La historia de Souleymane (VOSE),,92,02,18:15,2025-05-11,Golem Madrid
Nuestra querida profesora (VOSE),,118,01,19:00,2025-05-11,Golem Madrid
Sorda,,99,03,20:15,2025-05-11,Golem Madrid
La isla de los faisanes (VOSE),,99,03,18:15,2025-05-11,Golem Madrid
The End (VOSE),,148,01,21:30,2025-05-11,Golem Madrid
La historia de Souleymane (VOSE),,92,02,20:15,2025-05-11,Golem Madrid
La historia de Souleymane (VOSE),,92,02,16:10,2025-05-12,Golem Madrid
La historia de Souleymane (VOSE),,92,02,18:15,2025-05-12,Golem Madrid
Muy lejos,,100,04,18:15,2025-05-12,Golem Madrid
Muy lejos,,100,04,22:15,2025-05-12,Golem Madrid
The End (VOSE),,148,01,21:30,2025-05-12,Golem Madrid
La historia de Souleymane (VOSE),,92,02,22:30,2025-05-12,Golem Madrid
Sorda,,99,03,20:15,2025-05-12,Golem Madrid
Nuestra querida profesora (VOSE),,118,01,16:30,2025-05-12,Golem Madrid
Nuestra querida profesora (VOSE),,118,01,19:00,2025-05-12,Golem Madrid
Sorda,,99,05,18:15,2025-05-12,Golem Madrid
La viajera (VOSE),,90,05,16:15,2025-05-12,Golem Madrid
La viajera (VOSE),,90,05,20:15,2025-05-12,Golem Madrid
Muy lejos,,100,04,20:15,2025-05-12,Golem Madrid
Sorda,,99,04,16:15,2025-05-12,Golem Madrid
La isla de los faisanes (VOSE),,99,03,18:15,2025-05-12,Golem Madrid
La viajera (VOSE),,90,05,22:15,2025-05-12,Golem Madrid
La isla de los faisanes (VOSE),,99,03,16:10,2025-05-12,Golem Madrid
La historia de Souleymane (VOSE),,92,02,20:15,2025-05-12,Golem Madrid
La isla de los faisanes (VOSE),,99,03,22:15,2025-05-12,Golem Madrid
La isla de los faisanes (VOSE),,99,03,18:15,2025-05-13,Golem Madrid
La historia de Souleymane (VOSE),,92,02,18:15,2025-05-13,Golem Madrid
La historia de Souleymane (VOSE),,92,02,16:10,2025-05-13,Golem Madrid
La viajera (VOSE),,90,05,20:15,2025-05-13,Golem Madrid
Sorda,,99,04,16:15,2025-05-13,Golem Madrid
Nuestra querida profesora (VOSE),,118,01,19:00,2025-05-13,Golem Madrid
La viajera (VOSE),,90,05,22:15,2025-05-13,Golem Madrid
La isla de los faisanes (VOSE),,99,03,16:10,2025-05-13,Golem Madrid
La historia de Souleymane (VOSE),,92,02,22:30,2025-05-13,Golem Madrid
Sorda,,99,03,20:15,2025-05-13,Golem Madrid
Muy lejos,,100,04,20:15,2025-05-13,Golem Madrid
Muy lejos,,100,04,18:15,2025-05-13,Golem Madrid
Nuestra querida profesora (VOSE),,118,01,16:30,2025-05-13,Golem Madrid
La viajera (VOSE),,90,05,16:15,2025-05-13,Golem Madrid
La historia de Souleymane (VOSE),,92,02,20:15,2025-05-13,Golem Madrid
Sorda,,99,05,18:15,2025-05-13,Golem Madrid
La isla de los faisanes (VOSE),,99,03,22:15,2025-05-13,Golem Madrid
The End (VOSE),,148,01,21:30,2025-05-13,Golem Madrid
Muy lejos,,100,04,22:15,2025-05-13,Golem Madrid
