Pelicula,Director,Duración,Sala,Horario,Fecha,Cine
Cónclave (VOSE),,120,01,19:30,2025-01-06,Golem Madrid
La luz que imaginamos (VOSE),,117,02,19:30,2025-01-06,Golem Madrid
La luz que imaginamos (VOSE),,117,02,17:00,2025-01-06,Golem Madrid
Cónclave (VOSE),,120,01,22:00,2025-01-06,Golem Madrid
"Oh, Canada (VOSE)",,91,03,17:00,2025-01-06,Golem Madrid
Parthenope (VOSE),,137,04,19:00,2025-01-06,Golem Madrid
Queer (VOSE),,137,05,21:45,2025-01-06,Golem Madrid
Emilia Pérez,,132,03,21:45,2025-01-06,Golem Madrid
Anora (VOSE),,139,03,19:00,2025-01-06,Golem Madrid
Parthenope (VOSE),,137,04,21:45,2025-01-06,Golem Madrid
La luz que imaginamos (VOSE),,117,02,22:00,2025-01-06,Golem Madrid
Parthenope (VOSE),,137,04,16:15,2025-01-06,Golem Madrid
Queer (VOSE),,137,05,16:15,2025-01-06,Golem Madrid
Queer (VOSE),,137,05,19:00,2025-01-06,Golem Madrid
Emilia Pérez,,132,01,16:30,2025-01-06,Golem Madrid
"Oh, Canada (VOSE)",,91,03,17:00,2025-01-07,Golem Madrid
La luz que imaginamos (VOSE),,117,02,19:30,2025-01-07,Golem Madrid
Parthenope (VOSE),,137,04,16:15,2025-01-07,Golem Madrid
Queer (VOSE),,137,05,16:15,2025-01-07,Golem Madrid
La luz que imaginamos (VOSE),,117,02,22:00,2025-01-07,Golem Madrid
Parthenope (VOSE),,137,04,19:00,2025-01-07,Golem Madrid
Emilia Pérez,,132,01,16:30,2025-01-07,Golem Madrid
La luz que imaginamos (VOSE),,117,02,17:00,2025-01-07,Golem Madrid
Queer (VOSE),,137,05,19:00,2025-01-07,Golem Madrid
Emilia Pérez,,132,03,21:45,2025-01-07,Golem Madrid
Anora (VOSE),,139,03,19:00,2025-01-07,Golem Madrid
Queer (VOSE),,137,05,21:45,2025-01-07,Golem Madrid
Parthenope (VOSE),,137,04,21:45,2025-01-07,Golem Madrid
Cónclave (VOSE),,120,01,19:30,2025-01-07,Golem Madrid
Cónclave (VOSE),,120,01,22:00,2025-01-07,Golem Madrid
Queer (VOSE),,137,05,21:45,2025-01-08,Golem Madrid
Emilia Pérez,,132,01,16:30,2025-01-08,Golem Madrid
Parthenope (VOSE),,137,04,16:15,2025-01-08,Golem Madrid
La luz que imaginamos (VOSE),,117,04,22:00,2025-01-08,Golem Madrid
Queer (VOSE),,137,05,19:00,2025-01-08,Golem Madrid
Emilia Pérez,,132,03,21:45,2025-01-08,Golem Madrid
Anora (VOSE),,139,03,19:00,2025-01-08,Golem Madrid
Parthenope (VOSE),,137,04,19:00,2025-01-08,Golem Madrid
Queer (VOSE),,137,05,16:15,2025-01-08,Golem Madrid
La luz que imaginamos (VOSE),,117,02,17:00,2025-01-08,Golem Madrid
Cónclave (VOSE),,120,01,22:00,2025-01-08,Golem Madrid
"Oh, Canada (VOSE)",,91,03,17:00,2025-01-08,Golem Madrid
La luz que imaginamos (VOSE),,117,01,19:30,2025-01-08,Golem Madrid
"Oh, Canada (VOSE)",,91,03,17:00,2025-01-09,Golem Madrid
Queer (VOSE),,137,05,21:45,2025-01-09,Golem Madrid
La luz que imaginamos (VOSE),,117,02,17:00,2025-01-09,Golem Madrid
Queer (VOSE),,137,05,16:15,2025-01-09,Golem Madrid
Parthenope (VOSE),,137,04,16:15,2025-01-09,Golem Madrid
Cónclave (VOSE),,120,01,19:30,2025-01-09,Golem Madrid
Emilia Pérez,,132,01,16:30,2025-01-09,Golem Madrid
Anora (VOSE),,139,03,19:00,2025-01-09,Golem Madrid
Parthenope (VOSE),,137,04,21:45,2025-01-09,Golem Madrid
Cónclave (VOSE),,120,01,22:00,2025-01-09,Golem Madrid
La luz que imaginamos (VOSE),,117,02,22:00,2025-01-09,Golem Madrid
Queer (VOSE),,137,05,19:00,2025-01-09,Golem Madrid
La luz que imaginamos (VOSE),,117,02,19:30,2025-01-09,Golem Madrid
Parthenope (VOSE),,137,04,19:00,2025-01-09,Golem Madrid
Emilia Pérez,,132,03,21:45,2025-01-09,Golem Madrid
