Pelicula,Director,Duración,Sala,Horario,Fecha,Cine
El verdugo,,,01,21:30,2026-01-22,Golem Madrid
"Si pudiera, te daría una patada (VOSE)",,,02,17:00,2026-01-22,Golem Madrid
"Si pudiera, te daría una patada (VOSE)",,,05,22:00,2026-01-22,Golem Madrid
El pisito,,,01,16:30,2026-01-22,Golem Madrid
La misteriosa mirada del flamenco,,,03,16:30,2026-01-22,Golem Madrid
Sirat,,,03,21:30,2026-01-22,Golem Madrid
Valor sentimental (VOSE),,,05,16:30,2026-01-22,Golem Madrid
Nouvelle Vague (VOSE),,,04,18:15,2026-01-22,Golem Madrid
Nouvelle Vague (VOSE),,,04,20:20,2026-01-22,Golem Madrid
Rental Family (Familia de alquiler) (VOSE),,,04,22:15,2026-01-22,Golem Madrid
"Si pudiera, te daría una patada (VOSE)",,,05,19:30,2026-01-22,Golem Madrid
Se vende un tranvía + Plácido,,,01,19:00,2026-01-22,Golem Madrid
La misteriosa mirada del flamenco,,,03,19:00,2026-01-22,Golem Madrid
Nouvelle Vague (VOSE),,,04,16:10,2026-01-22,Golem Madrid
Father Mother Sister Brother (VOSE),,,05,17:00,2026-01-23,Golem Madrid
Hamnet (VOSE),,,02,19:30,2026-01-23,Golem Madrid
"Si pudiera, te daría una patada (VOSE)",,,03,16:30,2026-01-23,Golem Madrid
Rental Family (Familia de alquiler) (VOSE),,,01,22:00,2026-01-23,Golem Madrid
Hamnet (VOSE),,,02,22:00,2026-01-23,Golem Madrid
Nouvelle Vague (VOSE),,,04,20:20,2026-01-23,Golem Madrid
Una batalla tras otra (VOSE),,,01,19:00,2026-01-23,Golem Madrid
La misteriosa mirada del flamenco,,,04,22:15,2026-01-23,Golem Madrid
Rental Family (Familia de alquiler) (VOSE),,,04,18:15,2026-01-23,Golem Madrid
Nouvelle Vague (VOSE),,,04,16:10,2026-01-23,Golem Madrid
Sirat,,,05,21:45,2026-01-23,Golem Madrid
Valor sentimental (VOSE),,,01,16:10,2026-01-23,Golem Madrid
La misteriosa mirada del flamenco,,,03,19:00,2026-01-23,Golem Madrid
Hamnet (VOSE),,,02,17:00,2026-01-23,Golem Madrid
Father Mother Sister Brother (VOSE),,,05,19:30,2026-01-23,Golem Madrid
"Si pudiera, te daría una patada (VOSE)",,,03,21:30,2026-01-23,Golem Madrid
Una batalla tras otra (VOSE),,,01,19:00,2026-01-24,Golem Madrid
"Si pudiera, te daría una patada (VOSE)",,,03,16:30,2026-01-24,Golem Madrid
Father Mother Sister Brother (VOSE),,,05,17:00,2026-01-24,Golem Madrid
Rental Family (Familia de alquiler) (VOSE),,,01,22:00,2026-01-24,Golem Madrid
Valor sentimental (VOSE),,,01,16:10,2026-01-24,Golem Madrid
Sirat,,,05,21:45,2026-01-24,Golem Madrid
La misteriosa mirada del flamenco,,,04,22:15,2026-01-24,Golem Madrid
Hamnet (VOSE),,,02,19:30,2026-01-24,Golem Madrid
Hamnet (VOSE),,,02,22:00,2026-01-24,Golem Madrid
Nouvelle Vague (VOSE),,,04,16:10,2026-01-24,Golem Madrid
Nouvelle Vague (VOSE),,,04,20:20,2026-01-24,Golem Madrid
La misteriosa mirada del flamenco,,,03,19:00,2026-01-24,Golem Madrid
"Si pudiera, te daría una patada (VOSE)",,,03,21:30,2026-01-24,Golem Madrid
Father Mother Sister Brother (VOSE),,,05,19:30,2026-01-24,Golem Madrid
Rental Family (Familia de alquiler) (VOSE),,,04,18:15,2026-01-24,Golem Madrid
Hamnet (VOSE),,,02,17:00,2026-01-24,Golem Madrid
Hamnet (VOSE),,,02,17:00,2026-01-25,Golem Madrid
Hamnet (VOSE),,,02,22:00,2026-01-25,Golem Madrid
Father Mother Sister Brother (VOSE),,,05,17:00,2026-01-25,Golem Madrid
Sirat,,,05,21:45,2026-01-25,Golem Madrid
Una batalla tras otra (VOSE),,,01,19:00,2026-01-25,Golem Madrid
"Si pudiera, te daría una patada (VOSE)",,,03,16:30,2026-01-25,Golem Madrid
Rental Family (Familia de alquiler) (VOSE),,,01,22:00,2026-01-25,Golem Madrid
La misteriosa mirada del flamenco,,,03,19:00,2026-01-25,Golem Madrid
Nouvelle Vague (VOSE),,,04,16:10,2026-01-25,Golem Madrid
Nouvelle Vague (VOSE),,,04,20:20,2026-01-25,Golem Madrid
Hamnet (VOSE),,,02,19:30,2026-01-25,Golem Madrid
La misteriosa mirada del flamenco,,,04,22:15,2026-01-25,Golem Madrid
Father Mother Sister Brother (VOSE),,,05,19:30,2026-01-25,Golem Madrid
Valor sentimental (VOSE),,,01,16:10,2026-01-25,Golem Madrid
"Si pudiera, te daría una patada (VOSE)",,,03,21:30,2026-01-25,Golem Madrid
Rental Family (Familia de alquiler) (VOSE),,,04,18:15,2026-01-25,Golem Madrid
Sirat,,,05,21:45,2026-01-26,Golem Madrid
La misteriosa mirada del flamenco,,,03,16:30,2026-01-26,Golem Madrid
Nouvelle Vague (VOSE),,,04,16:10,2026-01-26,Golem Madrid
Peppermint Frappé,,,01,16:30,2026-01-26,Golem Madrid
La misteriosa mirada del flamenco,,,04,22:15,2026-01-26,Golem Madrid
Hamnet (VOSE),,,02,17:00,2026-01-26,Golem Madrid
"Si pudiera, te daría una patada (VOSE)",,,03,22:00,2026-01-26,Golem Madrid
Nouvelle Vague (VOSE),,,04,20:20,2026-01-26,Golem Madrid
Rental Family (Familia de alquiler) (VOSE),,,04,18:15,2026-01-26,Golem Madrid
Una batalla tras otra (VOSE),,,03,19:00,2026-01-26,Golem Madrid
Hamnet (VOSE),,,02,22:00,2026-01-26,Golem Madrid
Ana y los lobos,,,01,21:30,2026-01-26,Golem Madrid
Hamnet (VOSE),,,02,19:30,2026-01-26,Golem Madrid
El jardín de las delicias,,,01,19:00,2026-01-26,Golem Madrid
Valor sentimental (VOSE),,,05,16:30,2026-01-26,Golem Madrid
Father Mother Sister Brother (VOSE),,,05,19:30,2026-01-26,Golem Madrid
La misteriosa mirada del flamenco,,,04,22:15,2026-01-27,Golem Madrid
Sirat,,,05,21:45,2026-01-27,Golem Madrid
Nouvelle Vague (VOSE),,,04,16:10,2026-01-27,Golem Madrid
Peppermint Frappé,,,01,19:00,2026-01-27,Golem Madrid
El jardín de las delicias,,,01,21:30,2026-01-27,Golem Madrid
"Si pudiera, te daría una patada (VOSE)",,,03,22:00,2026-01-27,Golem Madrid
Rental Family (Familia de alquiler) (VOSE),,,04,18:15,2026-01-27,Golem Madrid
Hamnet (VOSE),,,02,17:00,2026-01-27,Golem Madrid
Nouvelle Vague (VOSE),,,04,20:20,2026-01-27,Golem Madrid
Father Mother Sister Brother (VOSE),,,05,19:30,2026-01-27,Golem Madrid
Hamnet (VOSE),,,02,22:00,2026-01-27,Golem Madrid
Valor sentimental (VOSE),,,05,16:30,2026-01-27,Golem Madrid
Ana y los lobos,,,01,16:30,2026-01-27,Golem Madrid
Una batalla tras otra (VOSE),,,03,19:00,2026-01-27,Golem Madrid
Hamnet (VOSE),,,02,19:30,2026-01-27,Golem Madrid
La misteriosa mirada del flamenco,,,03,16:30,2026-01-27,Golem Madrid
Father Mother Sister Brother (VOSE),,,02,17:00,2026-01-28,Golem Madrid
La misteriosa mirada del flamenco,,,03,16:30,2026-01-28,Golem Madrid
Hamnet (VOSE),,,05,22:00,2026-01-28,Golem Madrid
Peppermint Frappé,,,01,21:30,2026-01-28,Golem Madrid
Ana y los lobos,,,01,19:00,2026-01-28,Golem Madrid
Hamnet (VOSE),,,05,17:00,2026-01-28,Golem Madrid
Una batalla tras otra (VOSE),,,03,19:00,2026-01-28,Golem Madrid
Nouvelle Vague (VOSE),,,04,20:20,2026-01-28,Golem Madrid
La misteriosa mirada del flamenco,,,04,22:15,2026-01-28,Golem Madrid
Hamnet (VOSE),,,05,19:30,2026-01-28,Golem Madrid
La tarta del presidente (VOSE),,,02,19:30,2026-01-28,Golem Madrid
"Si pudiera, te daría una patada (VOSE)",,,03,22:00,2026-01-28,Golem Madrid
El jardín de las delicias,,,01,16:30,2026-01-28,Golem Madrid
Nouvelle Vague (VOSE),,,04,16:10,2026-01-28,Golem Madrid
Rental Family (Familia de alquiler) (VOSE),,,04,18:15,2026-01-28,Golem Madrid
Valor sentimental (VOSE),,,05,16:30,2026-01-29,Golem Madrid
La misteriosa mirada del flamenco,,,04,22:15,2026-01-29,Golem Madrid
Father Mother Sister Brother (VOSE),,,05,19:30,2026-01-29,Golem Madrid
Peppermint Frappé,,,01,16:30,2026-01-29,Golem Madrid
Ana y los lobos,,,01,21:30,2026-01-29,Golem Madrid
Hamnet (VOSE),,,02,17:00,2026-01-29,Golem Madrid
Rental Family (Familia de alquiler) (VOSE),,,04,18:15,2026-01-29,Golem Madrid
Nouvelle Vague (VOSE),,,04,16:10,2026-01-29,Golem Madrid
Nouvelle Vague (VOSE),,,04,20:20,2026-01-29,Golem Madrid
Una batalla tras otra (VOSE),,,03,19:00,2026-01-29,Golem Madrid
Hamnet (VOSE),,,02,22:00,2026-01-29,Golem Madrid
El jardín de las delicias,,,01,19:00,2026-01-29,Golem Madrid
"Si pudiera, te daría una patada (VOSE)",,,03,22:00,2026-01-29,Golem Madrid
Sirat,,,05,21:45,2026-01-29,Golem Madrid
La misteriosa mirada del flamenco,,,03,16:30,2026-01-29,Golem Madrid
Hamnet (VOSE),,,02,19:30,2026-01-29,Golem Madrid
