Pelicula,Director,Duración,Sala,Horario,Fecha,Cine
Emilia Pérez,,132,05,19:00,2024-12-21,Golem Madrid
Emilia Pérez,,132,05,21:45,2024-12-21,Golem Madrid
El 47,,110,03,17:00,2024-12-21,Golem Madrid
Cónclave (VOSE),,120,02,17:00,2024-12-21,Golem Madrid
Las hijas del califato (VOSE),,94,01,20:20,2024-12-21,Golem Madrid
Anora (VOSE),,139,03,21:30,2024-12-21,Golem Madrid
Anora (VOSE),,139,04,19:30,2024-12-21,Golem Madrid
Emilia Pérez,,132,05,16:15,2024-12-21,Golem Madrid
La habitación de al lado (VOSE),,106,04,22:15,2024-12-21,Golem Madrid
Cónclave (VOSE),,120,02,22:00,2024-12-21,Golem Madrid
Mariposas Negras,,83,01,16:10,2024-12-21,Golem Madrid
Cónclave (VOSE),,120,02,19:30,2024-12-21,Golem Madrid
Mariposas Negras,,83,01,18:15,2024-12-21,Golem Madrid
La sustancia (VOSE),,141,04,16:30,2024-12-21,Golem Madrid
Las hijas del califato (VOSE),,94,01,22:15,2024-12-21,Golem Madrid
Bird (VOSE),,119,03,19:00,2024-12-21,Golem Madrid
Bird (VOSE),,119,03,19:00,2024-12-22,Golem Madrid
Cónclave (VOSE),,120,02,17:00,2024-12-22,Golem Madrid
Mariposas Negras,,83,01,18:15,2024-12-22,Golem Madrid
La habitación de al lado (VOSE),,106,04,22:15,2024-12-22,Golem Madrid
Cónclave (VOSE),,120,02,22:00,2024-12-22,Golem Madrid
Anora (VOSE),,139,03,21:30,2024-12-22,Golem Madrid
La sustancia (VOSE),,141,04,16:30,2024-12-22,Golem Madrid
El 47,,110,03,17:00,2024-12-22,Golem Madrid
Cónclave (VOSE),,120,02,19:30,2024-12-22,Golem Madrid
Las hijas del califato (VOSE),,94,01,20:20,2024-12-22,Golem Madrid
Emilia Pérez,,132,05,19:00,2024-12-22,Golem Madrid
Las hijas del califato (VOSE),,94,01,22:15,2024-12-22,Golem Madrid
Anora (VOSE),,139,04,19:30,2024-12-22,Golem Madrid
Emilia Pérez,,132,05,16:15,2024-12-22,Golem Madrid
Mariposas Negras,,83,01,16:10,2024-12-22,Golem Madrid
Emilia Pérez,,132,05,21:45,2024-12-22,Golem Madrid
La sustancia (VOSE),,141,04,16:30,2024-12-23,Golem Madrid
La habitación de al lado (VOSE),,106,04,22:15,2024-12-23,Golem Madrid
Emilia Pérez,,132,05,19:00,2024-12-23,Golem Madrid
Mariposas Negras,,83,01,18:15,2024-12-23,Golem Madrid
Emilia Pérez,,132,05,16:15,2024-12-23,Golem Madrid
Emilia Pérez,,132,05,21:45,2024-12-23,Golem Madrid
Anora (VOSE),,139,04,19:30,2024-12-23,Golem Madrid
Bird (VOSE),,119,03,19:00,2024-12-23,Golem Madrid
Cónclave (VOSE),,120,02,19:30,2024-12-23,Golem Madrid
Las hijas del califato (VOSE),,94,01,20:20,2024-12-23,Golem Madrid
Cónclave (VOSE),,120,02,17:00,2024-12-23,Golem Madrid
Mariposas Negras,,83,01,16:10,2024-12-23,Golem Madrid
Las hijas del califato (VOSE),,94,01,22:15,2024-12-23,Golem Madrid
El 47,,110,03,17:00,2024-12-23,Golem Madrid
Anora (VOSE),,139,03,21:30,2024-12-23,Golem Madrid
Cónclave (VOSE),,120,02,22:00,2024-12-23,Golem Madrid
