Pelicula,Director,Duración,Sala,Horario,Fecha,Cine
Siempre es invierno,,117,04,22:00,2025-11-07,Golem Madrid
Los Domingos,,116,05,22:00,2025-11-07,Golem Madrid
Bugonia (VOSE),,118,02,22:00,2025-11-07,Golem Madrid
Esa cosa con alas (VOSE),,97,03,22:15,2025-11-07,Golem Madrid
Siempre es invierno,,117,04,17:00,2025-11-08,Golem Madrid
Esa cosa con alas (VOSE),,97,03,22:15,2025-11-08,Golem Madrid
Los Domingos,,116,05,22:00,2025-11-08,Golem Madrid
Monsieur Aznavour (VOSE),,133,03,17:00,2025-11-08,Golem Madrid
Springsteen: Deliver Me From Nowhere (VOSE),,119,03,19:30,2025-11-08,Golem Madrid
Bugonia (VOSE),,118,02,19:30,2025-11-08,Golem Madrid
Los Domingos,,116,05,19:30,2025-11-08,Golem Madrid
Bugonia (VOSE),,118,02,22:00,2025-11-08,Golem Madrid
Los Domingos,,116,05,16:30,2025-11-08,Golem Madrid
Siempre es invierno,,117,04,19:30,2025-11-08,Golem Madrid
Un simple accidente (VOSE),,105,01,16:00,2025-11-08,Golem Madrid
Una batalla tras otra (VOSE),,161,01,20:15,2025-11-08,Golem Madrid
Un simple accidente (VOSE),,105,01,18:00,2025-11-08,Golem Madrid
Siempre es invierno,,117,04,22:00,2025-11-08,Golem Madrid
Bugonia (VOSE),,118,02,16:30,2025-11-08,Golem Madrid
Siempre es invierno,,117,04,22:00,2025-11-09,Golem Madrid
Los Domingos,,116,05,19:30,2025-11-09,Golem Madrid
Bugonia (VOSE),,118,02,16:30,2025-11-09,Golem Madrid
Siempre es invierno,,117,04,19:30,2025-11-09,Golem Madrid
Un simple accidente (VOSE),,105,01,16:00,2025-11-09,Golem Madrid
Monsieur Aznavour (VOSE),,133,03,17:00,2025-11-09,Golem Madrid
Esa cosa con alas (VOSE),,97,03,22:15,2025-11-09,Golem Madrid
Bugonia (VOSE),,118,02,19:30,2025-11-09,Golem Madrid
Los Domingos,,116,05,16:30,2025-11-09,Golem Madrid
Siempre es invierno,,117,04,17:00,2025-11-09,Golem Madrid
Los Domingos,,116,05,22:00,2025-11-09,Golem Madrid
Bugonia (VOSE),,118,02,22:00,2025-11-09,Golem Madrid
Un simple accidente (VOSE),,105,01,18:00,2025-11-09,Golem Madrid
Una batalla tras otra (VOSE),,161,01,20:15,2025-11-09,Golem Madrid
Springsteen: Deliver Me From Nowhere (VOSE),,119,03,19:30,2025-11-09,Golem Madrid
Un simple accidente (VOSE),,105,01,18:00,2025-11-10,Golem Madrid
Bugonia (VOSE),,118,02,19:30,2025-11-10,Golem Madrid
Siempre es invierno,,117,04,19:30,2025-11-10,Golem Madrid
Esa cosa con alas (VOSE),,97,03,22:15,2025-11-10,Golem Madrid
Springsteen: Deliver Me From Nowhere (VOSE),,119,03,19:30,2025-11-10,Golem Madrid
Una batalla tras otra (VOSE),,161,01,20:15,2025-11-10,Golem Madrid
Los Domingos,,116,05,22:00,2025-11-10,Golem Madrid
Los Domingos,,116,05,16:30,2025-11-10,Golem Madrid
Monsieur Aznavour (VOSE),,133,03,17:00,2025-11-10,Golem Madrid
Bugonia (VOSE),,118,02,16:30,2025-11-10,Golem Madrid
Los Domingos,,116,05,19:30,2025-11-10,Golem Madrid
Siempre es invierno,,117,04,17:00,2025-11-10,Golem Madrid
Bugonia (VOSE),,118,02,22:00,2025-11-10,Golem Madrid
Siempre es invierno,,117,04,22:00,2025-11-10,Golem Madrid
Un simple accidente (VOSE),,105,01,16:00,2025-11-10,Golem Madrid
Los Domingos,,116,05,16:30,2025-11-11,Golem Madrid
Una batalla tras otra (VOSE),,161,01,20:15,2025-11-11,Golem Madrid
Un simple accidente (VOSE),,105,01,16:00,2025-11-11,Golem Madrid
Bugonia (VOSE),,118,04,19:30,2025-11-11,Golem Madrid
Bugonia (VOSE),,118,04,16:30,2025-11-11,Golem Madrid
Siempre es invierno,,117,02,19:30,2025-11-11,Golem Madrid
Siempre es invierno,,117,04,22:00,2025-11-11,Golem Madrid
Monsieur Aznavour (VOSE),,133,03,17:00,2025-11-11,Golem Madrid
Los Domingos,,116,05,19:30,2025-11-11,Golem Madrid
Un simple accidente (VOSE),,105,01,18:00,2025-11-11,Golem Madrid
Siempre es invierno,,117,02,16:30,2025-11-11,Golem Madrid
Bugonia (VOSE),,118,02,22:00,2025-11-11,Golem Madrid
Esa cosa con alas (VOSE),,97,03,22:15,2025-11-11,Golem Madrid
Springsteen: Deliver Me From Nowhere (VOSE),,119,03,19:30,2025-11-11,Golem Madrid
Los Domingos,,116,05,22:00,2025-11-11,Golem Madrid
Los Domingos,,116,05,22:00,2025-11-12,Golem Madrid
Una batalla tras otra (VOSE),,161,01,20:15,2025-11-12,Golem Madrid
Siempre es invierno,,117,04,22:00,2025-11-12,Golem Madrid
Monsieur Aznavour (VOSE),,133,03,17:00,2025-11-12,Golem Madrid
Siempre es invierno,,117,04,17:00,2025-11-12,Golem Madrid
Springsteen: Deliver Me From Nowhere (VOSE),,119,03,19:30,2025-11-12,Golem Madrid
Bugonia (VOSE),,118,02,22:00,2025-11-12,Golem Madrid
Bugonia (VOSE),,118,04,19:30,2025-11-12,Golem Madrid
Un simple accidente (VOSE),,105,01,18:00,2025-11-12,Golem Madrid
Esa cosa con alas (VOSE),,97,03,22:15,2025-11-12,Golem Madrid
Los Domingos,,116,05,19:30,2025-11-12,Golem Madrid
Un simple accidente (VOSE),,105,01,16:00,2025-11-12,Golem Madrid
Bugonia (VOSE),,118,02,16:30,2025-11-12,Golem Madrid
Los Domingos,,116,05,16:30,2025-11-12,Golem Madrid
Bugonia (VOSE),,118,02,16:30,2025-11-13,Golem Madrid
Monsieur Aznavour (VOSE),,133,03,17:00,2025-11-13,Golem Madrid
Siempre es invierno,,117,04,22:00,2025-11-13,Golem Madrid
Bugonia (VOSE),,118,05,22:00,2025-11-13,Golem Madrid
Bugonia (VOSE),,118,04,19:30,2025-11-13,Golem Madrid
Los Domingos,,116,05,16:30,2025-11-13,Golem Madrid
Un simple accidente (VOSE),,105,01,18:00,2025-11-13,Golem Madrid
Un simple accidente (VOSE),,105,01,16:00,2025-11-13,Golem Madrid
Los Domingos,,116,05,19:30,2025-11-13,Golem Madrid
XXVI Ciclo Cine Foro: El maestro que prometió el mar,,110,02,19:00,2025-11-13,Golem Madrid
Siempre es invierno,,117,04,17:00,2025-11-13,Golem Madrid
Springsteen: Deliver Me From Nowhere (VOSE),,119,03,19:30,2025-11-13,Golem Madrid
Esa cosa con alas (VOSE),,97,03,22:15,2025-11-13,Golem Madrid
