Pelicula,Director,Duración,Sala,Horario,Fecha,Cine
Anora (VOSE),,139,03,19:00,2025-01-08,Golem Madrid
Emilia Pérez,,132,03,21:45,2025-01-08,Golem Madrid
La luz que imaginamos (VOSE),,117,01,19:30,2025-01-08,Golem Madrid
Queer (VOSE),,137,05,19:00,2025-01-08,Golem Madrid
Parthenope (VOSE),,137,04,19:00,2025-01-08,Golem Madrid
La luz que imaginamos (VOSE),,117,02,17:00,2025-01-08,Golem Madrid
"Oh, Canada (VOSE)",,91,03,17:00,2025-01-08,Golem Madrid
Cónclave (VOSE),,120,01,22:00,2025-01-08,Golem Madrid
La luz que imaginamos (VOSE),,117,04,22:00,2025-01-08,Golem Madrid
Queer (VOSE),,137,05,21:45,2025-01-08,Golem Madrid
La luz que imaginamos (VOSE),,117,02,19:30,2025-01-09,Golem Madrid
Queer (VOSE),,137,05,16:15,2025-01-09,Golem Madrid
Parthenope (VOSE),,137,04,16:15,2025-01-09,Golem Madrid
Parthenope (VOSE),,137,04,19:00,2025-01-09,Golem Madrid
Emilia Pérez,,132,01,16:30,2025-01-09,Golem Madrid
La luz que imaginamos (VOSE),,117,02,17:00,2025-01-09,Golem Madrid
Emilia Pérez,,132,03,21:45,2025-01-09,Golem Madrid
Anora (VOSE),,139,03,19:00,2025-01-09,Golem Madrid
La luz que imaginamos (VOSE),,117,02,22:00,2025-01-09,Golem Madrid
Cónclave (VOSE),,120,01,19:30,2025-01-09,Golem Madrid
Queer (VOSE),,137,05,21:45,2025-01-09,Golem Madrid
Cónclave (VOSE),,120,01,22:00,2025-01-09,Golem Madrid
Parthenope (VOSE),,137,04,21:45,2025-01-09,Golem Madrid
Queer (VOSE),,137,05,19:00,2025-01-09,Golem Madrid
"Oh, Canada (VOSE)",,91,03,17:00,2025-01-09,Golem Madrid
Anora (VOSE),,139,01,19:00,2025-01-10,Golem Madrid
Cónclave (VOSE),,120,03,16:30,2025-01-10,Golem Madrid
A Real Pain (VOSE),,89,05,18:15,2025-01-10,Golem Madrid
Queer (VOSE),,137,01,21:45,2025-01-10,Golem Madrid
La luz que imaginamos (VOSE),,117,04,17:00,2025-01-10,Golem Madrid
A Real Pain (VOSE),,89,05,16:15,2025-01-10,Golem Madrid
Las vidas de Sing Sing (VOSE),,105,02,16:10,2025-01-10,Golem Madrid
Las vidas de Sing Sing (VOSE),,105,02,18:15,2025-01-10,Golem Madrid
Las vidas de Sing Sing (VOSE),,105,02,20:20,2025-01-10,Golem Madrid
Parthenope (VOSE),,137,01,16:15,2025-01-10,Golem Madrid
Emilia Pérez,,132,03,19:00,2025-01-10,Golem Madrid
A Real Pain (VOSE),,89,05,22:30,2025-01-10,Golem Madrid
Las vidas de Sing Sing (VOSE),,105,02,22:30,2025-01-10,Golem Madrid
La luz que imaginamos (VOSE),,117,04,22:00,2025-01-10,Golem Madrid
A Real Pain (VOSE),,89,05,20:20,2025-01-10,Golem Madrid
La luz que imaginamos (VOSE),,117,04,19:30,2025-01-10,Golem Madrid
Parthenope (VOSE),,137,03,21:45,2025-01-10,Golem Madrid
A Real Pain (VOSE),,89,05,22:30,2025-01-11,Golem Madrid
Las vidas de Sing Sing (VOSE),,105,02,22:30,2025-01-11,Golem Madrid
Queer (VOSE),,137,01,21:45,2025-01-11,Golem Madrid
La luz que imaginamos (VOSE),,117,04,22:00,2025-01-11,Golem Madrid
La luz que imaginamos (VOSE),,117,04,17:00,2025-01-11,Golem Madrid
La luz que imaginamos (VOSE),,117,04,19:30,2025-01-11,Golem Madrid
Anora (VOSE),,139,01,19:00,2025-01-11,Golem Madrid
A Real Pain (VOSE),,89,05,18:15,2025-01-11,Golem Madrid
Las vidas de Sing Sing (VOSE),,105,02,20:20,2025-01-11,Golem Madrid
Parthenope (VOSE),,137,03,21:45,2025-01-11,Golem Madrid
Cónclave (VOSE),,120,03,16:30,2025-01-11,Golem Madrid
A Real Pain (VOSE),,89,05,16:15,2025-01-11,Golem Madrid
Emilia Pérez,,132,03,19:00,2025-01-11,Golem Madrid
Las vidas de Sing Sing (VOSE),,105,02,16:10,2025-01-11,Golem Madrid
A Real Pain (VOSE),,89,05,20:20,2025-01-11,Golem Madrid
Parthenope (VOSE),,137,01,16:15,2025-01-11,Golem Madrid
Las vidas de Sing Sing (VOSE),,105,02,18:15,2025-01-11,Golem Madrid
