Pelicula,Director,Duración,Sala,Horario,Fecha,Cine
María Callas (VOSE),,123,03,19:30,2025-02-18,Golem Madrid
La tutoría (Armand) (VOSE),,117,02,21:30,2025-02-18,Golem Madrid
The Brutalist (VOSE),,214,05,18:30,2025-02-18,Golem Madrid
A Real Pain (VOSE),,89,04,22:30,2025-02-18,Golem Madrid
Las vidas de Sing Sing (VOSE),,107,05,22:15,2025-02-18,Golem Madrid
Vermiglio (VOSE),,119,03,22:00,2025-02-18,Golem Madrid
Vermiglio (VOSE),,119,04,20:10,2025-02-18,Golem Madrid
Anora (VOSE),,139,01,19:00,2025-02-18,Golem Madrid
Cónclave (VOSE),,120,01,21:45,2025-02-18,Golem Madrid
La tutoría (Armand) (VOSE),,117,02,16:30,2025-02-18,Golem Madrid
María Callas (VOSE),,123,01,16:30,2025-02-18,Golem Madrid
La tutoría (Armand) (VOSE),,117,02,19:00,2025-02-18,Golem Madrid
The Brutalist (VOSE),,214,04,16:15,2025-02-19,Golem Madrid
Vermiglio (VOSE),,119,05,16:10,2025-02-19,Golem Madrid
María Callas (VOSE),,123,01,16:30,2025-02-19,Golem Madrid
Vermiglio (VOSE),,119,03,22:00,2025-02-19,Golem Madrid
María Callas (VOSE),,123,03,19:30,2025-02-19,Golem Madrid
Anora (VOSE),,139,01,19:00,2025-02-19,Golem Madrid
Vermiglio (VOSE),,119,04,20:10,2025-02-19,Golem Madrid
La semilla de la higuera sagrada (VOSE),,166,03,16:15,2025-02-19,Golem Madrid
La tutoría (Armand) (VOSE),,117,02,19:00,2025-02-19,Golem Madrid
Cónclave (VOSE),,120,01,21:45,2025-02-19,Golem Madrid
La tutoría (Armand) (VOSE),,117,02,21:30,2025-02-19,Golem Madrid
The Brutalist (VOSE),,214,05,18:30,2025-02-19,Golem Madrid
Las vidas de Sing Sing (VOSE),,107,05,22:15,2025-02-19,Golem Madrid
A Real Pain (VOSE),,89,04,22:30,2025-02-19,Golem Madrid
La tutoría (Armand) (VOSE),,117,02,16:30,2025-02-19,Golem Madrid
Vermiglio (VOSE),,119,05,16:10,2025-02-20,Golem Madrid
Las vidas de Sing Sing (VOSE),,107,05,22:15,2025-02-20,Golem Madrid
La semilla de la higuera sagrada (VOSE),,166,03,16:15,2025-02-20,Golem Madrid
Vermiglio (VOSE),,119,03,22:00,2025-02-20,Golem Madrid
María Callas (VOSE),,123,03,19:30,2025-02-20,Golem Madrid
Anora (VOSE),,139,01,19:00,2025-02-20,Golem Madrid
Cónclave (VOSE),,120,01,21:45,2025-02-20,Golem Madrid
The Brutalist (VOSE),,214,05,18:30,2025-02-20,Golem Madrid
